[Header]
Application Name	LabSolutions
Version	5.97
Data File Name	G:\GC data\Mara\MWH_027\27.04.2026_MWH_027_t0_023.gcd
Output Date	30.04.2026
Output Time	14:36:59

[File Information]
Type	Data File
Generated	27.04.2026 21:44:18
Generated by	System Administrator
Modified	30.04.2026 14:36:59
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	27.04.2026 21:47:43
Sample Type	0:Unknown
Level	0
Sample Name	MWH_027_t0
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	2
Injection Volume	0,2
Injection Count	1
Bar Code	

[Original Files]
Data File	G:\GC data\Mara\27.04.2026_MWH_027_t0_023.gcd
Method File	G:\GC data\MWH3_60-150-200_0-2uL_split50.gcm
Batch File	G:\GC data\Mara\MWH_027-029.gcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-3
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#4
Detector Name	FID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	6
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	1,339	1,279	1,513	447012	332723	1,343	0,000	SV 			0,000	24015	0,000	1,456	0,000	0,000	0	0	0,000	0,000
2	1,571	1,513	1,755	6992421	5241419	1,334	0,000	 V 			0,173	33934	0,000	1,375	6,769	0,000	0	0	0,000	0,000
3	1,899	1,858	2,003	412823	283220	1,458	0,000	   			0,418	43280	0,000	1,115	9,325	2,417	0	0	0,000	0,000
4	2,039	2,003	2,143	3035	2024	1,500	0,000	 V 			0,523	47426	0,000	1,388	3,790	1,250	0	0	0,000	0,000
5	2,683	2,628	2,875	891371	610241	1,461	0,000	   			1,004	84819	0,000	1,179	17,393	1,921	0	0	0,000	0,000
6	7,547	7,472	8,144	1047960	461974	2,268	0,000	   			4,637	275650	0,000	0,853	103,382	4,618	0	0	0,000	0,000

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	18945
Start Time(min)	0,001
End Time(min)	12,630
R.Time (min)	Intensity
0,00050	-19
0,00117	-19
0,00183	-19
0,00250	-19
0,00317	-18
0,00383	-18
0,00450	-17
0,00517	-17
0,00583	-16
0,00650	-16
0,00717	-15
0,00783	-15
0,00850	-15
0,00917	-15
0,00983	-14
0,01050	-14
0,01117	-14
0,01183	-14
0,01250	-14
0,01317	-13
0,01383	-13
0,01450	-13
0,01517	-13
0,01583	-13
0,01650	-13
0,01717	-14
0,01783	-14
0,01850	-14
0,01917	-15
0,01983	-16
0,02050	-16
0,02117	-17
0,02183	-17
0,02250	-17
0,02317	-18
0,02383	-18
0,02450	-18
0,02517	-18
0,02583	-18
0,02650	-18
0,02717	-18
0,02783	-19
0,02850	-19
0,02917	-19
0,02983	-19
0,03050	-19
0,03117	-20
0,03183	-20
0,03250	-20
0,03317	-20
0,03383	-20
0,03450	-20
0,03517	-20
0,03583	-20
0,03650	-20
0,03717	-19
0,03783	-19
0,03850	-19
0,03917	-19
0,03983	-19
0,04050	-19
0,04117	-19
0,04183	-19
0,04250	-19
0,04317	-19
0,04383	-20
0,04450	-20
0,04517	-21
0,04583	-21
0,04650	-21
0,04717	-21
0,04783	-21
0,04850	-21
0,04917	-21
0,04983	-21
0,05050	-21
0,05117	-21
0,05183	-22
0,05250	-22
0,05317	-22
0,05383	-22
0,05450	-22
0,05517	-22
0,05583	-22
0,05650	-22
0,05717	-22
0,05783	-21
0,05850	-21
0,05917	-21
0,05983	-21
0,06050	-20
0,06117	-20
0,06183	-19
0,06250	-19
0,06317	-19
0,06383	-19
0,06450	-19
0,06517	-19
0,06583	-19
0,06650	-19
0,06717	-19
0,06783	-18
0,06850	-18
0,06917	-18
0,06983	-19
0,07050	-19
0,07117	-19
0,07183	-19
0,07250	-19
0,07317	-20
0,07383	-20
0,07450	-20
0,07517	-20
