[Header]
Application Name	LabSolutions
Version	5.97
Data File Name	G:\GC data\Mara\MWH_027\27.04.2026_MWH_027_t0_047.gcd
Output Date	30.04.2026
Output Time	14:37:00

[File Information]
Type	Data File
Generated	28.04.2026 04:07:07
Generated by	System Administrator
Modified	30.04.2026 14:37:00
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	28.04.2026 04:12:37
Sample Type	0:Unknown
Level	0
Sample Name	MWH_027_t0
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	2
Injection Volume	0,2
Injection Count	1
Bar Code	

[Original Files]
Data File	G:\GC data\Mara\27.04.2026_MWH_027_t0_047.gcd
Method File	G:\GC data\MWH3_60-150-200_0-2uL_split50.gcm
Batch File	G:\GC data\Mara\MWH_027-029.gcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-3
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#4
Detector Name	FID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	6
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	1,338	1,279	1,508	468340	352267	1,330	0,000	SV 			0,000	24427	0,000	1,480	0,000	0,000	0	0	0,000	0,000
2	1,570	1,508	1,736	7104280	5326544	1,334	0,000	 V 			0,173	34120	0,000	1,394	6,806	0,000	0	0	0,000	0,000
3	1,898	1,844	2,012	447146	306998	1,457	0,000	   			0,419	43389	0,000	1,100	9,358	2,420	0	0	0,000	0,000
4	2,037	2,012	2,124	3157	2144	1,472	0,000	 V 			0,522	47405	0,000	1,402	3,755	1,247	0	0	0,000	0,000
5	2,681	2,623	2,889	966785	665700	1,452	0,000	   			1,004	85467	0,000	1,177	17,434	1,922	0	0	0,000	0,000
6	7,548	7,472	8,158	1180946	527150	2,240	0,000	   			4,641	286913	0,000	0,846	104,897	4,625	0	0	0,000	0,000

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	18945
Start Time(min)	0,000
End Time(min)	12,630
R.Time (min)	Intensity
0,00017	-199
0,00083	-200
0,00150	-200
0,00217	-200
0,00283	-200
0,00350	-200
0,00417	-200
0,00483	-200
0,00550	-200
0,00617	-200
0,00683	-200
0,00750	-200
0,00817	-199
0,00883	-199
0,00950	-198
0,01017	-198
0,01083	-198
0,01150	-198
0,01217	-198
0,01283	-198
0,01350	-199
0,01417	-199
0,01483	-199
0,01550	-199
0,01617	-199
0,01683	-200
0,01750	-200
0,01817	-200
0,01883	-200
0,01950	-200
0,02017	-200
0,02083	-200
0,02150	-200
0,02217	-201
0,02283	-201
0,02350	-201
0,02417	-201
0,02483	-201
0,02550	-201
0,02617	-201
0,02683	-201
0,02750	-201
0,02817	-200
0,02883	-200
0,02950	-200
0,03017	-199
0,03083	-199
0,03150	-199
0,03217	-199
0,03283	-199
0,03350	-199
0,03417	-199
0,03483	-199
0,03550	-199
0,03617	-200
0,03683	-200
0,03750	-200
0,03817	-200
0,03883	-200
0,03950	-200
0,04017	-200
0,04083	-200
0,04150	-200
0,04217	-200
0,04283	-200
0,04350	-200
0,04417	-200
0,04483	-200
0,04550	-200
0,04617	-200
0,04683	-200
0,04750	-200
0,04817	-200
0,04883	-200
0,04950	-200
0,05017	-200
0,05083	-200
0,05150	-200
0,05217	-200
0,05283	-200
0,05350	-200
0,05417	-200
0,05483	-200
0,05550	-200
0,05617	-200
0,05683	-200
0,05750	-200
0,05817	-200
0,05883	-200
0,05950	-200
0,06017	-201
0,06083	-201
0,06150	-201
0,06217	-201
0,06283	-201
0,06350	-202
0,06417	-202
0,06483	-202
0,06550	-202
0,06617	-203
0,06683	-203
0,06750	-203
0,06817	-204
0,06883	-204
0,06950	-205
0,07017	-205
0,07083	-205
0,07150	-206
0,07217	-206
0,07283	-206
0,07350	-206
0,07417	-207
0,07483	-207
0,07550	-208
0,07617	-208
0,07683	-208
0,07750	-208
0,07817	-209
0,07883	-209
0,07950	-209
0,08017	-209
0,08083	-209
0,08150	-210
0,08217	-210
0,08283	-210
0,08350	-209
0,08417	-209
0,08483	-209
0,08550	-209
0,08617	-209
0,08683	-209
0,08750	-209
0,08817	-209
0,08883	-209
0,08950	-209
0,09017	-209
0,09083	-209
0,09150	-209
0,09217	-210
0,09283	-210
0,09350	-210
0,09417	-210
0,09483	-211
0,09550	-211
0,09617	-211
0,09683	-211
0,09750	-211
0,09817	-211
0,09883	-211
0,09950	-211
0,10017	-211
0,10083	-211
0,10150	-211
0,10217	-211
0,10283	-211
0,10350	-211
0,10417	-211
0,10483	-210
0,10550	-210
0,10617	-210
0,10683	-210
0,10750	-210
0,10817	-210
0,10883	-211
0,10950	-211
0,11017	-211
0,11083	-211
0,11150	-211
0,11217	-212
0,11283	-212
0,11350	-212
0,11417	-212
0,11483	-212
0,11550	-213
0,11617	-213
0,11683	-213
0,11750	-213
0,11817	-213
0,11883	-213
0,11950	-213
0,12017	-213
0,12083	-214
0,12150	-214
0,12217	-214
0,12283	-215
0,12350	-215
0,12417	-215
0,12483	-215
0,12550	-216
0,12617	-216
0,12683	-216
0,12750	-216
0,12817	-216
0,12883	-215
0,12950	-215
0,13017	-215
0,13083	-215
0,13150	-215
0,13217	-215
0,13283	-215
0,13350	-215
0,13417	-215
0,13483	-215
0,13550	-215
0,13617	-215
0,13683	-215
0,13750	-215
0,13817	-215
0,13883	-215
0,13950	-215
0,14017	-215
0,14083	-215
0,14150	-215
0,14217	-215
0,14283	-216
0,14350	-216
0,14417	-216
0,14483	-216
0,14550	-216
0,14617	-216
0,14683	-216
0,14750	-216
0,14817	-216
0,14883	-216
0,14950	-216
0,15017	-216
0,15083	-216
0,15150	-216
0,15217	-216
0,15283	-216
0,15350	-216
0,15417	-217
0,15483	-217
0,15550	-217
0,15617	-217
0,15683	-217
0,15750	-217
0,15817	-217
0,15883	-217
0,15950	-217
0,16017	-217
0,16083	-217
0,16150	-217
0,16217	-217
0,16283	-217
0,16350	-217
0,16417	-217
0,16483	-218
0,16550	-218
0,16617	-218
0,16683	-218
0,16750	-217
0,16817	-217
0,16883	-217
0,16950	-217
0,17017	-217
0,17083	-217
0,17150	-217
0,17217	-216
0,17283	-216
0,17350	-216
0,17417	-217
0,17483	-217
0,17550	-217
0,17617	-218
0,17683	-218
0,17750	-218
0,17817	-218
0,17883	-218
0,17950	-218
0,18017	-218
0,18083	-218
0,18150	-218
0,18217	-218
0,18283	-218
0,18350	-218
0,18417	-218
0,18483	-218
0,18550	-218
0,18617	-218
0,18683	-218
0,18750	-219
0,18817	-219
0,18883	-219
0,18950	-219
0,19017	-219
0,19083	-219
0,19150	-219
0,19217	-218
0,19283	-218
0,19350	-218
0,19417	-218
0,19483	-218
0,19550	-218
0,19617	-218
0,19683	-218
0,19750	-218
0,19817	-218
0,19883	-218
0,19950	-217
0,20017	-217
0,20083	-217
0,20150	-217
0,20217	-217
0,20283	-217
0,20350	-217
0,20417	-217
0,20483	-217
0,20550	-217
0,20617	-217
0,20683	-218
0,20750	-218
0,20817	-218
0,20883	-218
0,20950	-218
0,21017	-218
0,21083	-218
0,21150	-218
0,21217	-218
0,21283	-218
0,21350	-218
0,21417	-218
0,21483	-218
0,21550	-218
0,21617	-218
0,21683	-218
0,21750	-218
0,21817	-218
0,21883	-218
0,21950	-218
0,22017	-219
0,22083	-219
0,22150	-219
0,22217	-219
0,22283	-219
0,22350	-220
0,22417	-220
0,22483	-220
0,22550	-221
0,22617	-221
0,22683	-221
0,22750	-222
0,22817	-222
0,22883	-222
0,22950	-223
0,23017	-223
0,23083	-223
0,23150	-223
0,23217	-222
0,23283	-222
0,23350	-222
0,23417	-222
0,23483	-222
0,23550	-222
0,23617	-223
0,23683	-223
0,23750	-223
0,23817	-223
0,23883	-223
0,23950	-223
0,24017	-223
0,24083	-223
0,24150	-223
0,24217	-223
0,24283	-223
0,24350	-223
0,24417	-223
0,24483	-223
0,24550	-223
0,24617	-223
0,24683	-223
0,24750	-223
0,24817	-223
0,24883	-223
0,24950	-223
0,25017	-223
0,25083	-223
0,25150	-223
0,25217	-223
0,25283	-223
0,25350	-223
0,25417	-223
0,25483	-223
0,25550	-223
0,25617	-223
0,25683	-223
0,25750	-223
0,25817	-223
0,25883	-224
0,25950	-224
0,26017	-224
0,26083	-225
0,26150	-225
0,26217	-225
0,26283	-226
0,26350	-226
0,26417	-226
0,26483	-227
0,26550	-227
0,26617	-227
0,26683	-228
0,26750	-228
0,26817	-229
0,26883	-229
0,26950	-229
0,27017	-229
0,27083	-230
0,27150	-230
0,27217	-230
0,27283	-231
0,27350	-231
0,27417	-231
0,27483	-231
0,27550	-231
0,27617	-231
0,27683	-231
0,27750	-231
0,27817	-231
0,27883	-231
0,27950	-230
0,28017	-230
0,28083	-230
0,28150	-230
0,28217	-230
0,28283	-230
0,28350	-230
0,28417	-230
0,28483	-230
0,28550	-230
0,28617	-230
0,28683	-229
0,28750	-229
0,28817	-230
0,28883	-230
0,28950	-230
0,29017	-230
0,29083	-230
0,29150	-230
0,29217	-230
0,29283	-230
0,29350	-230
0,29417	-230
0,29483	-230
0,29550	-230
0,29617	-230
0,29683	-230
0,29750	-230
0,29817	-231
0,29883	-231
0,29950	-231
0,30017	-231
0,30083	-231
0,30150	-231
0,30217	-231
0,30283	-231
0,30350	-231
0,30417	-231
0,30483	-231
0,30550	-231
0,30617	-231
0,30683	-231
0,30750	-231
0,30817	-231
0,30883	-231
0,30950	-231
0,31017	-231
0,31083	-231
0,31150	-231
0,31217	-231
0,31283	-231
0,31350	-231
0,31417	-231
0,31483	-231
0,31550	-231
0,31617	-231
0,31683	-232
0,31750	-232
0,31817	-232
0,31883	-233
0,31950	-233
0,32017	-233
0,32083	-233
0,32150	-234
0,32217	-234
0,32283	-234
0,32350	-234
0,32417	-235
0,32483	-235
0,32550	-234
0,32617	-234
0,32683	-234
0,32750	-234
0,32817	-234
0,32883	-234
0,32950	-233
0,33017	-233
0,33083	-233
0,33150	-233
0,33217	-232
0,33283	-232
0,33350	-232
0,33417	-232
0,33483	-233
0,33550	-233
0,33617	-233
0,33683	-233
0,33750	-233
0,33817	-233
0,33883	-233
0,33950	-234
0,34017	-234
0,34083	-234
0,34150	-235
0,34217	-235
0,34283	-235
0,34350	-235
0,34417	-236
0,34483	-236
0,34550	-236
0,34617	-236
0,34683	-236
0,34750	-236
0,34817	-236
0,34883	-236
0,34950	-235
0,35017	-235
0,35083	-235
0,35150	-236
0,35217	-236
0,35283	-236
0,35350	-236
0,35417	-236
0,35483	-236
0,35550	-236
0,35617	-237
0,35683	-237
0,35750	-237
0,35817	-237
0,35883	-237
0,35950	-237
0,36017	-237
0,36083	-237
0,36150	-237
0,36217	-237
0,36283	-237
0,36350	-237
0,36417	-237
0,36483	-236
0,36550	-236
0,36617	-236
0,36683	-236
0,36750	-236
0,36817	-236
0,36883	-236
0,36950	-236
0,37017	-236
0,37083	-236
0,37150	-236
0,37217	-236
0,37283	-236
0,37350	-236
0,37417	-236
