[Header]
Application Name	LabSolutions
Version	5.97
Data File Name	G:\GC data\Mara\MWH_018\MWH_018_t0_27.02.2026_4.gcd
Output Date	09.04.2026
Output Time	10:47:41

[File Information]
Type	Data File
Generated	27.02.2026 09:10:21
Generated by	System Administrator
Modified	09.04.2026 10:47:41
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	27.02.2026 09:13:34
Sample Type	0:Unknown
Level	1
Sample Name	MWH_018_t0
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	2
Injection Volume	0,2
Injection Count	1
Bar Code	

[Original Files]
Data File	G:\GC data\Mara\MWH_018_t0_27.02.2026_4.gcd
Method File	G:\GC data\MWH3_60-150-200_0-2uL_split50.gcm
Batch File	G:\GC data\Mara\wash_2026-02-27.gcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-3
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#4
Detector Name	FID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	6
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	1,333	1,316	1,410	2285	1843	1,240	0,000	 V 			0,000	30845	0,000	0,000	0,000	0,000	0	0	0,000	0,000
2	1,450	1,410	1,517	52296	40633	1,287	0,000	   			0,088	31449	0,000	1,461	3,727	0,000	0	0	0,000	0,000
3	1,568	1,517	1,858	5518651	4280580	1,289	0,000	 V 			0,176	37204	0,000	1,428	3,615	2,003	0	0	0,000	0,000
4	1,892	1,858	2,063	248787	182854	1,361	0,000	 V 			0,420	49851	0,000	1,207	9,797	2,382	0	0	0,000	0,000
5	2,538	2,488	2,810	2222067	1544711	1,439	0,000	   			0,904	79903	0,000	1,153	18,542	2,154	0	0	0,000	0,000
6	3,924	3,888	4,140	144083	96943	1,486	0,000	S  			1,944	173115	0,000	1,304	37,750	2,151	0	0	0,000	0,000

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	18945
Start Time(min)	0,000
End Time(min)	12,630
R.Time (min)	Intensity
0,00033	-20
0,00100	-20
0,00167	-20
0,00233	-20
0,00300	-20
0,00367	-20
0,00433	-20
0,00500	-19
0,00567	-19
0,00633	-19
0,00700	-19
0,00767	-18
0,00833	-18
0,00900	-18
0,00967	-18
0,01033	-17
0,01100	-17
0,01167	-17
0,01233	-16
0,01300	-16
0,01367	-16
0,01433	-16
0,01500	-16
0,01567	-16
0,01633	-16
0,01700	-17
0,01767	-17
0,01833	-17
0,01900	-17
0,01967	-17
0,02033	-17
0,02100	-17
0,02167	-18
0,02233	-18
0,02300	-18
0,02367	-18
0,02433	-18
0,02500	-18
0,02567	-18
0,02633	-18
0,02700	-18
0,02767	-18
0,02833	-18
0,02900	-19
0,02967	-19
0,03033	-19
0,03100	-19
0,03167	-19
0,03233	-19
0,03300	-20
0,03367	-20
0,03433	-20
0,03500	-20
0,03567	-20
0,03633	-21
0,03700	-21
0,03767	-21
0,03833	-21
0,03900	-22
0,03967	-22
0,04033	-22
0,04100	-22
0,04167	-22
0,04233	-23
0,04300	-23
0,04367	-23
0,04433	-23
0,04500	-23
0,04567	-23
0,04633	-23
0,04700	-23
0,04767	-23
0,04833	-23
0,04900	-24
0,04967	-24
0,05033	-24
0,05100	-24
0,05167	-24
0,05233	-24
0,05300	-24
0,05367	-23
0,05433	-23
0,05500	-23
0,05567	-23
0,05633	-23
0,05700	-23
0,05767	-22
0,05833	-22
0,05900	-21
0,05967	-21
0,06033	-21
0,06100	-21
0,06167	-21
0,06233	-20
0,06300	-20
0,06367	-20
0,06433	-20
0,06500	-20
0,06567	-20
0,06633	-20
0,06700	-20
0,06767	-20
0,06833	-20
0,06900	-20
0,06967	-20
0,07033	-20
0,07100	-20
0,07167	-20
0,07233	-21
0,07300	-21
0,07367	-21
0,07433	-21
0,07500	-21
0,07567	-21
0,07633	-21
0,07700	-21
