MWH-027_CD
1, 323543040, 8389.9067, 16.773773
2, 315772928, 8389.7409, 16.773442
3, 316366848, 8389.5750, 16.773110
4, 325197824, 8389.4091, 16.772779
5, 328048640, 8389.2433, 16.772447
6, 325124096, 8389.0774, 16.772115
7, 329060352, 8388.9116, 16.771784
8, 327905280, 8388.7457, 16.771452
9, 321474560, 8388.5799, 16.771121
10, 318443520, 8388.4140, 16.770789
11, 304762880, 8388.2482, 16.770457
12, 291008512, 8388.0823, 16.770126
13, 288686080, 8387.9164, 16.769794
14, 290779136, 8387.7506, 16.769463
15, 289767424, 8387.5847, 16.769131
16, 291557376, 8387.4189, 16.768799
17, 286478336, 8387.2530, 16.768468
18, 283594752, 8387.0872, 16.768136
19, 278867968, 8386.9213, 16.767805
20, 270123008, 8386.7554, 16.767473
21, 277323776, 8386.5896, 16.767141
22, 280883200, 8386.4237, 16.766810
23, 287965184, 8386.2579, 16.766478
24, 292864000, 8386.0920, 16.766147
25, 299257856, 8385.9262, 16.765815
26, 297955328, 8385.7603, 16.765484
27, 286343168, 8385.5945, 16.765152
28, 280739840, 8385.4286, 16.764820
29, 273981440, 8385.2627, 16.764489
30, 271843328, 8385.0969, 16.764157
31, 276709376, 8384.9310, 16.763826
32, 283754496, 8384.7652, 16.763494
33, 278663168, 8384.5993, 16.763162
34, 274984960, 8384.4335, 16.762831
35, 265469952, 8384.2676, 16.762499
36, 260595712, 8384.1017, 16.762168
37, 269832192, 8383.9359, 16.761836
38, 267886592, 8383.7700, 16.761504
39, 260628480, 8383.6042, 16.761173
40, 258666496, 8383.4383, 16.760841
41, 261869568, 8383.2725, 16.760510
42, 259837952, 8383.1066, 16.760178
43, 254255104, 8382.9407, 16.759846
44, 252125184, 8382.7749, 16.759515
45, 253562880, 8382.6090, 16.759183
46, 251580416, 8382.4432, 16.758852
47, 247521280, 8382.2773, 16.758520
48, 248451072, 8382.1115, 16.758188
49, 252805120, 8381.9456, 16.757857
50, 247558144, 8381.7798, 16.757525
51, 241315840, 8381.6139, 16.757194
52, 228282368, 8381.4480, 16.756862
53, 227786752, 8381.2822, 16.756530
54, 230924288, 8381.1163, 16.756199
55, 240844800, 8380.9505, 16.755867
56, 244023296, 8380.7846, 16.755536
57, 239898624, 8380.6188, 16.755204
58, 228691968, 8380.4529, 16.754873
59, 230711296, 8380.2870, 16.754541
60, 231026688, 8380.1212, 16.754209
61, 231718912, 8379.9553, 16.753878
62, 236396544, 8379.7895, 16.753546
63, 236150784, 8379.6236, 16.753215
64, 233406464, 8379.4578, 16.752883
65, 225435648, 8379.2919, 16.752551
66, 215928832, 8379.1261, 16.752220
67, 213463040, 8378.9602, 16.751888
68, 215769088, 8378.7943, 16.751557
69, 213639168, 8378.6285, 16.751225
70, 212418560, 8378.4626, 16.750893
71, 211140608, 8378.2968, 16.750562
72, 221560832, 8378.1309, 16.750230
73, 218112000, 8377.9651, 16.749899
74, 206442496, 8377.7992, 16.749567
75, 200601600, 8377.6333, 16.749235
76, 202194944, 8377.4675, 16.748904
77, 196636672, 8377.3016, 16.748572
78, 195072000, 8377.1358, 16.748241
79, 196493312, 8376.9699, 16.747909
80, 195624960, 8376.8041, 16.747577
81, 194355200, 8376.6382, 16.747246
82, 198967296, 8376.4723, 16.746914
83, 206454784, 8376.3065, 16.746583
84, 202153984, 8376.1406, 16.746251
85, 195534848, 8375.9748, 16.745919
86, 200265728, 8375.8089, 16.745588
87, 200744960, 8375.6431, 16.745256
88, 205086720, 8375.4772, 16.744925
89, 205942784, 8375.3114, 16.744593
90, 185659392, 8375.1455, 16.744262
91, 172531712, 8374.9796, 16.743930
92, 169086976, 8374.8138, 16.743598
