[Header]
Application Name	LabSolutions
Version	5.97
Data File Name	G:\GC data\Mara\MWH_022\MWH_022_St_16.03.2026_5.gcd
Output Date	09.04.2026
Output Time	10:49:55

[File Information]
Type	Data File
Generated	16.03.2026 09:53:57
Generated by	System Administrator
Modified	09.04.2026 10:49:55
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	16.03.2026 09:57:09
Sample Type	0:Unknown
Level	1
Sample Name	MWH_022_St
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	3
Injection Volume	0,2
Injection Count	1
Bar Code	

[Original Files]
Data File	G:\GC data\Mara\MWH_022_St_16.03.2026_5.gcd
Method File	G:\GC data\MWH3_60-150-200_0-2uL_split50.gcm
Batch File	G:\GC data\Mara\wash_2026-16_03.gcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-3
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#4
Detector Name	FID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	3
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	1,334	1,279	1,401	3513	2245	1,565	0,000	 V 			0,000	29272	0,000	0,850	0,000	0,000	0	0	0,000	0,000
2	1,569	1,517	1,760	6472465	4901072	1,321	0,000	   			0,176	35512	0,000	1,424	7,319	0,000	0	0	0,000	0,000
3	3,933	3,874	4,285	2934344	1690972	1,735	0,000	   			1,948	129725	0,000	0,954	61,565	11,041	0	0	0,000	0,000

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	18945
Start Time(min)	0,001
End Time(min)	12,630
R.Time (min)	Intensity
0,00050	-13
0,00117	-13
0,00183	-13
0,00250	-13
0,00317	-13
0,00383	-13
0,00450	-13
0,00517	-13
0,00583	-13
0,00650	-13
0,00717	-12
0,00783	-12
0,00850	-12
0,00917	-12
0,00983	-12
0,01050	-12
0,01117	-12
0,01183	-12
0,01250	-12
0,01317	-12
0,01383	-12
0,01450	-12
0,01517	-12
0,01583	-12
0,01650	-12
0,01717	-12
0,01783	-12
0,01850	-12
0,01917	-12
0,01983	-12
0,02050	-12
0,02117	-12
0,02183	-12
0,02250	-12
0,02317	-13
0,02383	-13
0,02450	-13
0,02517	-13
0,02583	-14
0,02650	-14
0,02717	-14
0,02783	-14
0,02850	-14
0,02917	-14
0,02983	-14
0,03050	-14
0,03117	-14
0,03183	-14
0,03250	-14
0,03317	-14
0,03383	-14
0,03450	-14
0,03517	-14
0,03583	-14
0,03650	-14
0,03717	-14
0,03783	-14
0,03850	-14
0,03917	-14
0,03983	-14
0,04050	-14
0,04117	-13
0,04183	-13
0,04250	-13
0,04317	-13
0,04383	-13
0,04450	-13
0,04517	-13
0,04583	-13
0,04650	-13
0,04717	-13
0,04783	-13
0,04850	-13
0,04917	-13
0,04983	-13
0,05050	-13
0,05117	-13
0,05183	-12
0,05250	-12
0,05317	-12
0,05383	-11
0,05450	-11
0,05517	-11
0,05583	-11
0,05650	-11
0,05717	-11
0,05783	-11
0,05850	-11
0,05917	-11
0,05983	-11
0,06050	-11
0,06117	-11
0,06183	-11
0,06250	-11
0,06317	-11
0,06383	-11
0,06450	-12
0,06517	-12
0,06583	-12
0,06650	-12
0,06717	-12
0,06783	-12
0,06850	-12
0,06917	-12
0,06983	-12
0,07050	-12
0,07117	-12
0,07183	-12
0,07250	-12
0,07317	-12
0,07383	-12
0,07450	-12
0,07517	-12
0,07583	-12
0,07650	-12
0,07717	-12
0,07783	-12
0,07850	-12
0,07917	-13
0,07983	-13
0,08050	-13
0,08117	-13
0,08183	-13
0,08250	-13
0,08317	-13
0,08383	-13
0,08450	-13
0,08517	-13
0,08583	-13
0,08650	-13
0,08717	-13
0,08783	-13
0,08850	-14
0,08917	-14
0,08983	-14
0,09050	-14
0,09117	-14
0,09183	-14
0,09250	-15
0,09317	-15
0,09383	-15
0,09450	-15
0,09517	-15
0,09583	-15
0,09650	-15
0,09717	-15
0,09783	-16
0,09850	-16
0,09917	-16
0,09983	-16
0,10050	-17
0,10117	-17
0,10183	-17
0,10250	-18
0,10317	-18
0,10383	-18
0,10450	-18
0,10517	-18
0,10583	-18
0,10650	-18
0,10717	-17
0,10783	-17
0,10850	-17
0,10917	-17
0,10983	-17
0,11050	-17
0,11117	-17
0,11183	-17
0,11250	-17
0,11317	-17
0,11383	-17
0,11450	-16
0,11517	-16
0,11583	-16
0,11650	-16
0,11717	-16
0,11783	-15
0,11850	-15
0,11917	-15
0,11983	-15
0,12050	-15
0,12117	-15
0,12183	-15
0,12250	-14
0,12317	-14
0,12383	-14
0,12450	-14
0,12517	-14
0,12583	-13
0,12650	-13
0,12717	-13
0,12783	-12
0,12850	-12
0,12917	-12
0,12983	-11
0,13050	-11
0,13117	-11
0,13183	-12
0,13250	-12
0,13317	-12
0,13383	-12
0,13450	-12
0,13517	-12
0,13583	-12
0,13650	-13
0,13717	-13
0,13783	-13
0,13850	-13
0,13917	-13
0,13983	-13
0,14050	-13
0,14117	-14
0,14183	-14
0,14250	-14
0,14317	-14
0,14383	-15
0,14450	-15
0,14517	-15
0,14583	-15
0,14650	-15
0,14717	-15
0,14783	-15
0,14850	-15
0,14917	-15
0,14983	-15
0,15050	-15
0,15117	-15
0,15183	-16
0,15250	-16
0,15317	-16
0,15383	-16
0,15450	-15
0,15517	-15
0,15583	-15
0,15650	-15
0,15717	-14
0,15783	-14
0,15850	-14
0,15917	-13
0,15983	-13
0,16050	-12
