SPECMAN_ASCII(ACD)
Version = 1.01
ExportNote = Phase correction was maid with ACD Spectrus Processor
DocType = 1D NMR
DataFormat = X_Y
SubType = SPECTRUM
OriginalCount = 8102
Date = 24 Mar 2026 10:23:21 (GMT)
Frequency = 125.770500
Acquisition Time = 0.226856
Solvent = CHLOROFORM-d
Nucleus = 13C
Alpha = 0
Beta = 0
Offset = 13823.277344
SweepWidth = 35713.195313
Temperature = 23.998301
ExpCount = 3072
Comment = Schilling MWH-022_CD #217777# 13C-Polymer
StampDate = 24 Mar 2026 10:23:21 (GMT)
PulseSequence = zgpg30
FileName = \\iomcstorage.ads.uni-jena.de\AltanaGroup\Projects\Emerging\Mara Wilhelmi\Archiv_25.03.26\MWH-022_CD\11\PDATA\1\1r
Origin = Avance
Owner = nmrsu
SWCyclical = 35714.285156
Digital = 1
SpExpType = ReOnly
PointsCount = 32768
FirstX = 251.8864
LastX = -32.0689

251.8864	-798314944.0000
251.8777	-882165952.0000
251.8690	-840555200.0000
251.8604	-707787904.0000
251.8517	-519882368.0000
251.8431	-453467520.0000
251.8344	-648287936.0000
251.8257	-914520064.0000
251.8171	-909559296.0000
251.8084	-624257472.0000
251.7997	-406593408.0000
251.7911	-445780736.0000
251.7824	-526824032.0000
251.7737	-426366272.0000
251.7651	-279719552.0000
251.7564	-328799136.0000
251.7477	-486492832.0000
251.7391	-436076928.0000
251.7304	-120904520.0000
251.7217	127373224.0000
251.7131	25325460.0000
251.7044	-279419808.0000
251.6957	-402864704.0000
251.6871	-210215696.0000
251.6784	61185504.0000
251.6697	155121328.0000
251.6611	93841000.0000
251.6524	38205868.0000
251.6437	1942794.2500
251.6351	-125800176.0000
251.6264	-348373888.0000
251.6177	-544528384.0000
251.6091	-665883584.0000
251.6004	-763173760.0000
251.5918	-810412672.0000
251.5831	-711740352.0000
251.5744	-527519552.0000
251.5658	-471120032.0000
251.5571	-586570688.0000
251.5484	-644232512.0000
251.5397	-489710912.0000
251.5311	-290466592.0000
251.5224	-261413584.0000
251.5137	-331028512.0000
251.5051	-294753664.0000
251.4964	-155795200.0000
251.4877	-80829136.0000
251.4791	-116915144.0000
251.4704	-177744224.0000
251.4617	-238782320.0000
251.4531	-334287584.0000
251.4444	-418264960.0000
251.4358	-424047072.0000
251.4271	-406097728.0000
251.4184	-444662624.0000
251.4098	-485576384.0000
251.4011	-453092032.0000
251.3924	-415649664.0000
251.3838	-435987040.0000
251.3751	-388585120.0000
251.3664	-180422544.0000
251.3578	-17485226.0000
251.3491	-136264432.0000
251.3404	-383138400.0000
251.3318	-429285440.0000
251.3231	-322691808.0000
251.3144	-397196960.0000
251.3058	-654629696.0000
251.2971	-718940288.0000
251.2885	-476555136.0000
251.2798	-273499136.0000
251.2711	-322462912.0000
251.2624	-392895872.0000
251.2538	-309722336.0000
251.2451	-282328352.0000
251.2364	-438241568.0000
251.2278	-494857760.0000
251.2191	-286404800.0000
251.2104	-182761632.0000
251.2018	-488326944.0000
251.1931	-797998464.0000
251.1844	-558419456.0000
251.1758	-8136846.0000
251.1671	132039608.0000
251.1584	-210551616.0000
251.1498	-376612288.0000
251.1411	-74897400.0000
251.1324	175028208.0000
251.1238	-44391944.0000
251.1151	-355111200.0000
251.1065	-243095104.0000
251.0978	85069424.0000
251.0891	55652076.0000
251.0805	-353364960.0000
251.0718	-612856896.0000
251.0631	-457887904.0000
251.0545	-187971376.0000
251.0458	-113490392.0000
251.0371	-138884960.0000
251.0285	-59599940.0000
251.0198	41304296.0000
251.0111	-66359508.0000
251.0025	-374403968.0000
250.9938	-612041472.0000
250.9851	-581244224.0000
250.9765	-370138336.0000
250.9678	-203801248.0000
250.9591	-175409904.0000
250.9505	-203114304.0000
250.9418	-229071392.0000
250.9331	-344838560.0000
250.9245	-628282432.0000
250.9158	-924554624.0000
250.9071	-956153280.0000
250.8985	-681132736.0000
250.8898	-385403264.0000
250.8811	-330968192.0000
250.8725	-443785152.0000
250.8638	-473328992.0000
250.8551	-351314080.0000
250.8465	-227501120.0000
250.8378	-208993552.0000
250.8291	-239720720.0000
250.8205	-234632624.0000
250.8118	-184001120.0000
250.8032	-107314680.0000
250.7945	-32204592.0000
250.7858	-40647260.0000
250.7771	-206909872.0000
250.7685	-445466336.0000
250.7598	-537741632.0000
250.7511	-380068832.0000
250.7425	-124425136.0000
250.7338	-10043190.0000
250.7252	-116253304.0000
250.7165	-326987712.0000
250.7078	-470490688.0000
250.6992	-443350176.0000
250.6905	-268863936.0000
250.6818	-103992680.0000
250.6732	-136376080.0000
250.6645	-395792416.0000
250.6558	-687732736.0000
250.6472	-769706944.0000
250.6385	-583820480.0000
250.6298	-291778400.0000
250.6212	-114995208.0000
250.6125	-163351248.0000
250.6038	-366465376.0000
250.5952	-529073664.0000
250.5865	-500029824.0000
250.5778	-331790976.0000
250.5692	-232968960.0000
250.5605	-331514368.0000
250.5518	-539030208.0000
250.5432	-672406912.0000
250.5345	-622367808.0000
250.5258	-368138144.0000
250.5172	36659504.0000
250.5085	393944224.0000
250.4998	421686496.0000
250.4912	60117728.0000
250.4825	-372551808.0000
250.4738	-520306464.0000
250.4652	-415241024.0000
250.4565	-351456096.0000
250.4478	-402161184.0000
250.4392	-353049856.0000
250.4305	-128324488.0000
250.4218	40996052.0000
250.4132	-8082459.5000
250.4045	-113605392.0000
250.3959	-83207136.0000
250.3872	-2113941.0000
250.3785	-39299548.0000
250.3699	-159667472.0000
250.3612	-257169856.0000
250.3525	-366601760.0000
250.3439	-475632736.0000
250.3352	-338474240.0000
250.3265	165393440.0000
250.3179	642788096.0000
250.3092	588771776.0000
250.3005	118802552.0000
250.2919	-157286768.0000
250.2832	-14826972.0000
250.2745	122767248.0000
250.2659	-69735288.0000
250.2572	-320756032.0000
250.2485	-294543840.0000
250.2399	-165462656.0000
250.2312	-232775776.0000
250.2225	-311753568.0000
250.2139	-55729016.0000
250.2052	300622624.0000
250.1965	137133296.0000
250.1879	-574522816.0000
250.1792	-1056606976.0000
250.1705	-722157696.0000
250.1619	34689684.0000
250.1532	377851584.0000
250.1445	93950696.0000
250.1359	-255534320.0000
250.1272	-145640624.0000
250.1185	298877440.0000
250.1099	559083264.0000
250.1012	355516384.0000
250.0925	-101687048.0000
250.0839	-393707680.0000
250.0752	-312353888.0000
250.0666	-13581876.0000
250.0579	184918560.0000
250.0492	123121064.0000
250.0405	-94672760.0000
250.0319	-278873248.0000
250.0232	-360833280.0000
250.0145	-389077888.0000
250.0059	-408312672.0000
249.9972	-446559840.0000
249.9886	-583964288.0000
249.9799	-888545024.0000
249.9712	-1237613312.0000
249.9626	-1335466496.0000
249.9539	-1035635776.0000
249.9452	-577921920.0000
249.9366	-341004672.0000
249.9279	-359583648.0000
249.9192	-272393536.0000
249.9106	167501072.0000
249.9019	709004160.0000
249.8932	905094848.0000
249.8846	681036096.0000
249.8759	364589440.0000
249.8672	189754208.0000
249.8586	50001028.0000
249.8499	-184486528.0000
249.8412	-376275776.0000
249.8326	-339726464.0000
249.8239	-173761568.0000
249.8152	-137806992.0000
249.8066	-268951072.0000
249.7979	-343449824.0000
249.7892	-213601040.0000
249.7806	3089913.5000
249.7719	108466376.0000
249.7632	56924252.0000
249.7546	-53666664.0000
249.7459	-129427016.0000
249.7372	-152599920.0000
249.7286	-144028000.0000
249.7199	-99082184.0000
249.7112	16749040.0000
249.7026	177777376.0000
249.6939	229753488.0000
249.6852	27188770.0000
249.6766	-324609920.0000
249.6679	-517619904.0000
249.6593	-447706432.0000
249.6506	-423171264.0000
249.6419	-759413888.0000
249.6333	-1252308224.0000
249.6246	-1328687616.0000
249.6159	-764012096.0000
249.6073	-18798564.0000
249.5986	267894768.0000
249.5899	-18104318.0000
249.5813	-410727008.0000
249.5726	-452320320.0000
249.5639	-201504208.0000
249.5553	-102715832.0000
249.5466	-386295520.0000
249.5379	-699788608.0000
249.5293	-467117472.0000
249.5206	378363744.0000
249.5119	1205165568.0000
249.5033	1359535872.0000
249.4946	885829888.0000
249.4859	385826944.0000
249.4773	279189440.0000
249.4686	452377824.0000
249.4599	574706752.0000
249.4513	462704992.0000
249.4426	109378248.0000
249.4339	-350151744.0000
249.4253	-603731072.0000
249.4166	-359052224.0000
249.4079	260739616.0000
249.3993	708029120.0000
249.3906	568556672.0000
249.3819	9576409.0000
249.3733	-447515904.0000
249.3646	-478725856.0000
249.3560	-180917104.0000
249.3473	112582552.0000
249.3386	114199704.0000
249.3299	-201048096.0000
249.3213	-539695936.0000
249.3126	-543571520.0000
249.3039	-180123168.0000
249.2953	231474800.0000
249.2866	430293952.0000
249.2780	471957984.0000
249.2693	502077632.0000
249.2606	500286560.0000
249.2520	403190176.0000
249.2433	270322400.0000
249.2346	133706072.0000
249.2260	-118517960.0000
249.2173	-476667136.0000
249.2086	-623221120.0000
249.2000	-318622880.0000
249.1913	154249648.0000
249.1826	271495072.0000
249.1740	-50428216.0000
249.1653	-379161632.0000
249.1566	-376767488.0000
249.1480	-167486080.0000
249.1393	-29844592.0000
249.1306	-13297307.0000
249.1220	6816427.5000
249.1133	111706384.0000
249.1046	317656768.0000
249.0960	601272384.0000
249.0873	809199360.0000
249.0786	692649792.0000
249.0700	202698640.0000
249.0613	-330204512.0000
249.0526	-479747648.0000
249.0440	-183816080.0000
249.0353	193965408.0000
249.0266	287387584.0000
249.0180	118410768.0000
249.0093	-14911483.0000
249.0006	17090740.0000
248.9920	21877220.0000
248.9833	-143543520.0000
248.9746	-255391872.0000
248.9660	-50943884.0000
248.9573	244744176.0000
248.9487	144418928.0000
248.9400	-299067456.0000
248.9313	-420157472.0000
248.9227	68094784.0000
248.9140	504975904.0000
248.9053	185576752.0000
248.8967	-551636032.0000
248.8880	-790521920.0000
248.8793	-378773504.0000
248.8707	-55120372.0000
248.8620	-246268480.0000
248.8533	-518495200.0000
248.8447	-436143488.0000
248.8360	-231467360.0000
248.8273	-214658576.0000
248.8186	-136847136.0000
248.8100	298570080.0000
248.8013	730494720.0000
248.7927	580672448.0000
248.7840	-33648448.0000
248.7753	-420158784.0000
248.7667	-250152992.0000
248.7580	137488992.0000
248.7493	345831424.0000
248.7407	370712032.0000
248.7320	388282240.0000
248.7233	458343264.0000
248.7147	525645824.0000
248.7060	483119072.0000
248.6973	239059568.0000
248.6887	-78578432.0000
248.6800	-111909848.0000
248.6713	243565824.0000
248.6627	515503232.0000
248.6540	234665008.0000
248.6453	-287619808.0000
248.6367	-302654592.0000
248.6280	263165120.0000
248.6194	654778112.0000
248.6107	406415136.0000
248.6020	-11234970.0000
248.5933	-9959114.0000
248.5847	208877872.0000
248.5760	111181080.0000
248.5673	-186853344.0000
248.5587	-67149184.0000
248.5500	561453568.0000
248.5414	1010690496.0000
248.5327	713503680.0000
248.5240	-77080072.0000
248.5154	-683166912.0000
248.5067	-770695168.0000
248.4980	-511740960.0000
248.4893	-225117664.0000
248.4807	-110538144.0000
248.4720	-217495296.0000
248.4634	-433364544.0000
248.4547	-504933088.0000
248.4460	-244600768.0000
248.4374	219877712.0000
248.4287	488779904.0000
248.4200	275628000.0000
248.4114	-251705728.0000
248.4027	-592734976.0000
248.3940	-432274304.0000
248.3854	25016150.0000
248.3767	335873088.0000
248.3680	364120096.0000
248.3594	343978720.0000
248.3507	404572480.0000
248.3420	334884896.0000
248.3334	-15401092.0000
248.3247	-385018528.0000
248.3160	-453726176.0000
248.3074	-349164448.0000
248.2987	-418985952.0000
248.2900	-607701376.0000
248.2814	-520914880.0000
248.2727	-129272120.0000
248.2640	85682496.0000
248.2554	-139803712.0000
248.2467	-431772288.0000
248.2380	-372573152.0000
248.2294	-117781440.0000
248.2207	-44820712.0000
248.2121	-128148328.0000
248.2034	-138834864.0000
248.1947	-200775104.0000
248.1861	-563824256.0000
248.1774	-953916352.0000
248.1687	-803464704.0000
248.1600	-169233936.0000
248.1514	234355552.0000
248.1427	99980608.0000
248.1341	-25257182.0000
248.1254	301146464.0000
248.1167	638676928.0000
248.1080	407500064.0000
248.0994	-73263592.0000
248.0907	-29218714.0000
248.0820	532010720.0000
248.0734	822300288.0000
248.0647	506728000.0000
248.0561	166155744.0000
248.0474	308506112.0000
248.0387	590086656.0000
248.0301	439769472.0000
248.0214	-24347738.0000
248.0127	-223220816.0000
248.0041	-1743182.2500
247.9954	225074848.0000
247.9867	140173360.0000
247.9781	-84709248.0000
247.9694	-120321120.0000
247.9607	98884600.0000
247.9521	395420704.0000
247.9434	612766016.0000
247.9347	741133824.0000
247.9261	836779520.0000
247.9174	882392128.0000
247.9088	763383360.0000
247.9001	427432928.0000
247.8914	28851992.0000
247.8828	-209387008.0000
247.8741	-266484928.0000
247.8654	-293632320.0000
247.8567	-324637600.0000
247.8481	-261399808.0000
247.8394	-182874256.0000
247.8307	-337692416.0000
247.8221	-677536896.0000
247.8134	-749344320.0000
247.8047	-326914016.0000
247.7961	171839680.0000
247.7874	274364544.0000
247.7787	176192160.0000
247.7701	368992256.0000
247.7614	727813440.0000
247.7527	605738688.0000
247.7441	-117930200.0000
247.7354	-710219072.0000
247.7268	-556611520.0000
247.7181	39076956.0000
247.7094	381043840.0000
247.7008	317231232.0000
247.6921	204320048.0000
247.6834	190911120.0000
247.6748	59770296.0000
247.6661	-239369312.0000
247.6574	-364504000.0000
247.6488	-63115288.0000
247.6401	396789952.0000
247.6314	507683840.0000
247.6228	141084448.0000
247.6141	-298687136.0000
247.6054	-363219968.0000
247.5968	-93445536.0000
247.5881	43523444.0000
247.5794	-243966960.0000
247.5708	-667200640.0000
247.5621	-697298304.0000
247.5534	-249931600.0000
247.5448	193730000.0000
247.5361	212799872.0000
247.5274	-25789582.0000
247.5188	-42401524.0000
247.5101	296237696.0000
247.5014	641556160.0000
247.4928	668100608.0000
247.4841	470492512.0000
247.4754	347999584.0000
247.4668	355645792.0000
247.4581	262521296.0000
247.4494	-68793472.0000
247.4408	-448246208.0000
247.4321	-591370688.0000
247.4235	-460147008.0000
247.4148	-227216304.0000
247.4061	13826136.0000
247.3975	287399712.0000
247.3888	502080288.0000
247.3801	457594272.0000
247.3714	193432928.0000
247.3628	64223056.0000
247.3541	269103552.0000
247.3455	540065472.0000
247.3368	557548608.0000
247.3281	450251232.0000
247.3195	526999808.0000
247.3108	694287168.0000
247.3021	605073280.0000
247.2935	313179968.0000
247.2848	247608144.0000
247.2761	463994272.0000
247.2675	457894944.0000
247.2588	-55352288.0000
247.2501	-642429120.0000
247.2415	-753305664.0000
247.2328	-454041312.0000
247.2241	-203145008.0000
247.2155	-185848128.0000
247.2068	-250913616.0000
247.1981	-300254048.0000
247.1895	-360083872.0000
247.1808	-388128192.0000
247.1721	-331655424.0000
247.1635	-275123200.0000
247.1548	-269428576.0000
247.1461	-168185184.0000
247.1375	87111424.0000
247.1288	211478080.0000
247.1201	-36480204.0000
247.1115	-369157504.0000
247.1028	-291018784.0000
247.0941	167880384.0000
247.0855	466940768.0000
247.0768	314056704.0000
247.0681	14152528.0000
247.0595	-17593836.0000
247.0508	239167552.0000
247.0421	496571744.0000
247.0335	502465664.0000
247.0248	222720592.0000
247.0162	-126997144.0000
247.0075	-224623648.0000
246.9988	-9543664.0000
246.9902	156618336.0000
246.9815	-52665116.0000
246.9728	-405860864.0000
246.9642	-389419680.0000
246.9555	47230040.0000
246.9468	423347392.0000
246.9382	427707136.0000
246.9295	284388704.0000
246.9208	325334976.0000
246.9122	561243264.0000
246.9035	800418240.0000
246.8948	882702016.0000
246.8862	697569024.0000
246.8775	272031520.0000
246.8688	-89717400.0000
246.8602	-67572216.0000
246.8515	237949584.0000
246.8428	473247616.0000
246.8342	604608064.0000
246.8255	848261568.0000
246.8168	1044118080.0000
246.8082	755869056.0000
246.7995	145446288.0000
246.7908	9058075.0000
246.7822	581877632.0000
246.7735	1022997248.0000
246.7648	631948416.0000
246.7562	-67781080.0000
246.7475	-162768896.0000
246.7388	261680656.0000
246.7302	406134048.0000
246.7215	79037216.0000
246.7128	-176364080.0000
246.7042	-124784536.0000
246.6955	-105507880.0000
246.6869	-234643712.0000
246.6782	-185789360.0000
246.6695	75005152.0000
246.6608	92103448.0000
246.6522	-295394464.0000
246.6435	-631827520.0000
246.6348	-593710912.0000
246.6262	-469249152.0000
246.6175	-571265600.0000
246.6089	-704198272.0000
246.6002	-568527296.0000
246.5915	-240082816.0000
246.5829	86708800.0000
246.5742	400254400.0000
246.5655	601777472.0000
246.5569	405687968.0000
246.5482	-113195968.0000
246.5395	-345275136.0000
246.5309	18507938.0000
246.5222	410302880.0000
246.5135	185578176.0000
246.5049	-378813120.0000
246.4962	-519571328.0000
246.4875	-144038384.0000
246.4789	147320960.0000
246.4702	57153220.0000
246.4615	-111345128.0000
246.4529	-160993632.0000
246.4442	-302602368.0000
246.4355	-592054400.0000
246.4269	-687650112.0000
246.4182	-441143712.0000
246.4095	-228367248.0000
246.4009	-378647520.0000
246.3922	-686035328.0000
246.3835	-807447104.0000
246.3749	-771544832.0000
246.3662	-726852288.0000
246.3575	-526130304.0000
246.3489	-30220878.0000
246.3402	397891328.0000
246.3315	242685104.0000
246.3229	-356830144.0000
246.3142	-657270272.0000
246.3055	-289752352.0000
246.2969	235757872.0000
246.2882	245766128.0000
246.2796	-202294368.0000
246.2709	-499018304.0000
246.2622	-390914592.0000
246.2536	-274941824.0000
246.2449	-514766528.0000
246.2362	-839425472.0000
246.2276	-708317504.0000
246.2189	-92446112.0000
246.2102	456738912.0000
246.2016	515190560.0000
246.1929	248498032.0000
246.1842	65801496.0000
246.1756	97590128.0000
246.1669	219653216.0000
246.1582	365695296.0000
246.1496	527046720.0000
