monomer1_name,monomer2_name,solvent,temperature,polymerization_type,method,r1r2,r_product_class,pca_component_1,pca_component_2,near_Benzene,distance_to_Benzene,near_o-Dichlorobenzene,distance_to_o-Dichlorobenzene,near_Benzonitrile,distance_to_Benzonitrile,near_Dioxane,distance_to_Dioxane,near_Bis(2-methoxyethyl)_ether,distance_to_Bis(2-methoxyethyl)_ether,near_Ethanol,distance_to_Ethanol,near_2-(2-Methoxyethoxy)ethanol,distance_to_2-(2-Methoxyethoxy)ethanol,near_DMSO,distance_to_DMSO,near_Methanol,distance_to_Methanol
Methyl Vinyl Ketone,"N,N'-dimethylacrylamide",dioxane,60.0,free radical,solvent,0.247,0,0.5400873745636741,0.8825483597294204,True,0.13599190364254765,False,0.43051328581726694,True,0.07157146473405636,True,0.10490485799278634,True,0.09654778654593331,True,0.20027732967697226,False,0.27737661344797765,False,0.27737661344797765,False,0.29010792920003564
p-Vinylbenzoic acid,Acrylonitrile,dimethylformamide,60.0,free radical,solvent,0.1368,0,0.5487169253450612,0.5759676000347806,False,0.4423371220632951,False,0.7225875987619477,False,0.2645718863357766,False,0.41158264353851887,False,0.40287327394690414,True,0.13934473463182107,True,0.21929784571545943,True,0.21929784571545943,True,0.12577232857181847
Isobornyl methacrylate,N-vinylpyrrolidone,"1,4-dioxane",60.0,RAFT,solvent,0.0,0,0.3878000277640003,1.004601803246539,True,0.13727619726718984,False,0.270213184791241,False,0.2667196072379429,False,0.15292115343465706,True,0.14227846346110878,False,0.3830473002401593,False,0.47192593218692597,False,0.47192593218692597,False,0.47372228750591355
Isobornyl methacrylate,N-vinylpyrrolidone,"1,4-dioxane",60.0,RAFT,solvent,0.0,0,0.3878000277640003,1.004601803246539,True,0.13727619726718984,False,0.270213184791241,False,0.2667196072379429,False,0.15292115343465706,True,0.14227846346110878,False,0.3830473002401593,False,0.47192593218692597,False,0.47192593218692597,False,0.47372228750591355
styrene,cyclododecyl acrylate,tetrahydrofuran,60.0,free radical,solvent,0.153,0,0.3691450913779382,1.3783246859819642,False,0.3927030039095927,True,0.1054522430139557,False,0.5869759715109226,False,0.42648468348404917,False,0.4302844123151468,False,0.7244263591378775,False,0.7827406728793478,False,0.7827406728793478,False,0.8132453732363508
styrene,ethyl acrylate,toluene,40.0,free radical,solvent,0.08664,0,0.2665511687952176,1.2244392326983018,False,0.3305770116749251,True,0.10495389163227632,False,0.508231293070405,False,0.361668084842902,False,0.35881656519253896,False,0.6326865009726739,False,0.714065712693962,False,0.714065712693962,False,0.7235221887035226
2-Isopropenyl-2-oxazoline,Methyl acrylate,Dimethylformamide,60.0,free radical,solvent,0.135,0,0.5078815571512444,0.7306434914399353,False,0.28747358310147625,False,0.5626170490248518,True,0.1369970687925524,False,0.25877979698259024,False,0.24843053473236287,True,0.113838326918814,True,0.23355805914790315,True,0.23355805914790315,True,0.19234241890216047
2-Isopropenyl-2-oxazoline,Methyl acrylate,Dimethylformamide,85.0,free radical,solvent,0.861,0,0.5836611598591042,0.7193589962309948,False,0.30409895183484975,False,0.5976246436321054,True,0.11765939112332494,False,0.27166495158198867,False,0.26492367453626714,True,0.03967539383780166,True,0.15702225695111052,True,0.15702225695111052,True,0.12814689984917124
styrene,alpha-methylene-gamma-butyrolactone,"N,N-dimethylformamide",60.0,free radical,solvent,0.1218,0,0.5523548926957931,0.828687276107751,False,0.19100019050717187,False,0.4846860959642082,True,0.043218629526627396,False,0.15926448633629225,False,0.1516314206347193,True,0.14612142684739649,True,0.2327054332487359,True,0.2327054332487359,True,0.23658503353868804
Methyl methacrylate,o-Hydroxystyrene,tetrahydrofuran,60.0,free radical,solvent,0.0693,0,0.28485970837229185,1.281226320310387,False,0.35620865030810683,True,0.0749848822104569,False,0.542124402743047,False,0.38894131508479873,False,0.38820865866318044,False,0.6714673943513202,False,0.746440038771002,False,0.746440038771002,False,0.7621845450711016
methyl methacrylate,p-ethoxystyrene,toluene,50.0,free radical,solvent,0.0887999999999999,0,0.3977356013968207,1.286572419398912,False,0.29729319424628076,True,0.040535953070622015,False,0.49136499918076654,False,0.33112318126680707,False,0.33452966400571477,False,0.6284442701196212,False,0.6885611009050854,False,0.6885611009050854,False,0.7174215857731935
4-(methacryloyloxy)phenylacetic acid,styrene,acetic acid,50.0,free radical,solvent,0.1598,0,0.9385772303022094,0.7879130061526128,False,0.473572141688792,False,0.7556695185569137,False,0.3471276166411243,False,0.4459529302183778,False,0.4529075671183531,False,0.3342233961009195,True,0.22473628934440631,True,0.22473628934440631,False,0.319450448727436
alpha-Chloroacrylonitrile,"1,3-Cyclohexadiene",benzene,60.0,free radical,solvent,0.0,0,0.44613365343155426,0.8999702215949662,False,0.14135157193475595,False,0.383287167376309,True,0.1617138913955288,True,0.12813442838250882,True,0.11302394869887437,False,0.2647702863179822,False,0.36047911738335686,False,0.36047911738335686,False,0.35506531286661486
N-tert-butyl acrylamide,methyl methacrylate,ethyl alcohol,60.0,free radical,solvent,0.7075,0,0.44385001272506924,0.6235549364301279,False,0.402243018632373,False,0.655227826535652,False,0.26104418171897786,False,0.3763238566172835,False,0.36449124765062807,True,0.1881148310670935,False,0.30051187805157414,False,0.30051187805157414,True,0.22222825954876302
glycidyl methacrylate,3-methylthienyl methacrylate,dimethylformamide,60.0,free radical,solvent,0.5653271599999999,0,0.8133114499350725,0.8487575708159695,False,0.33460201609580265,False,0.6215027104223771,False,0.21879151761290772,False,0.3067060747723627,False,0.31368056518391674,False,0.24795311654544874,True,0.1780786850299795,True,0.1780786850299795,False,0.27102419085530677
Vinylidene Chloride,"4-Cyclopentene-1,3-dione",benzene,65.0,free radical,solvent,0.36,0,0.5945333083289135,0.8137785107884534,False,0.2155688191191871,False,0.5161924016635072,True,0.022707697640623994,False,0.18210770150526684,False,0.17759596190735724,True,0.11834642678326568,True,0.19061421431563336,True,0.19061421431563336,True,0.20541500881039604
4-vinylpyridine,acrylic acid,methanol,25.0,free radical,solvent,9.975,1,0.8636633274584731,0.7056593879183458,False,0.460861131240343,False,0.7592723405718415,False,0.29894456055772245,False,0.42932861934997596,False,0.4327226848188793,False,0.24699431358692658,True,0.1274944199850306,True,0.1274944199850306,True,0.21488261925947702
2-Hydroxyethyl methacrylate,t-Butyl acrylate,"N,N-Dimethylformamide",50.0,free radical,solvent,0.91392,0,0.6525809646740033,0.8773971008121771,False,0.18995743439162954,False,0.49264115147769544,True,0.07074667728670962,False,0.15761212085705392,False,0.16060281882212502,True,0.18337526540140078,True,0.20786436544145565,True,0.20786436544145565,False,0.2565307871195997
styrene,methyl methacrylate,toluene,60.0,free radical,solvent,0.2968,0,0.27711727852033013,1.1863408713055805,False,0.2993938600348431,True,0.11975152212029046,False,0.4726132174052006,False,0.32944786798947223,False,0.32563708795750773,False,0.5952362758412278,False,0.6786752143461382,False,0.6786752143461382,False,0.686033233132593
"3,3-Bis(ethoxycarbonyl)propyl Vinyl Ether",Benzyl Methacrylate,benzene,60.0,free radical,solvent,0.5599999999999999,0,0.4417072064951672,1.1984273082202692,False,0.19882599501512147,True,0.1112617304342712,False,0.3930143197621959,False,0.23264557253865253,False,0.23631097872053836,False,0.530603672374249,False,0.5902197244714172,False,0.5902197244714172,False,0.6192770022316104
"2,3,4,5,6-pentafluorostyrene",methacrylic acid,xylene,90.0,free radical,solvent,0.9758,0,0.4155477125436158,1.2939596724092004,False,0.297008651731221,True,0.0597955666963807,False,0.4913641009163397,False,0.3307179523133188,False,0.3349768775967683,False,0.6294541565661067,False,0.6864656458726127,False,0.6864656458726127,False,0.7178695918226504
"2,3,4,5,6-pentafluorostyrene",methacrylic acid,xylene,90.0,free radical,solvent,0.09744,0,0.4155477125436158,1.2939596724092004,False,0.297008651731221,True,0.0597955666963807,False,0.4913641009163397,False,0.3307179523133188,False,0.3349768775967683,False,0.6294541565661067,False,0.6864656458726127,False,0.6864656458726127,False,0.7178695918226504
vinylidene cyanide,"2,2,2-trifluoroethyl methacrylate",dimethylformamide,75.0,free radical,solvent,0.036,0,0.565465820626364,0.5915450839959703,False,0.4280627918544484,False,0.7122294538830626,False,0.24669668028974567,False,0.39674148192313696,False,0.388590186700031,True,0.11777798599602586,True,0.19701092473227647,True,0.19701092473227647,True,0.10488593264187397
acrylamide,styrene,dimethyl sulfoxide,90.0,free radical,solvent,0.3216,0,0.5414515075233086,0.9890375617041671,True,0.03326997538918471,False,0.33756512222047047,True,0.16163414511491947,True,0.002320484968303781,True,0.01751411367452889,False,0.30107308544912165,False,0.3595149417866151,False,0.3595149417866151,False,0.3883526796463622
"2-methacrylamido-2-hydroxymethyl-1,3-propanediol",styrene,dimethylformamide,60.0,free radical,solvent,0.6063,0,0.5765428546346107,0.9570205263950534,True,0.0799227824471222,False,0.38364766799259664,True,0.12192122704585703,True,0.04774252321130243,True,0.05334198184793736,False,0.262579113107007,False,0.31377166321386285,False,0.31377166321386285,False,0.34752801746186474
p-Chlorostyrene,Methyl alpha-Trifluoromethylacrylate,benzene,60.0,free radical,solvent,0.0441,0,0.5453888143409393,0.9692491596190654,True,0.05272341503642933,False,0.3564291067618016,True,0.14168444885948803,True,0.019054948030230504,True,0.019932203978345577,False,0.28093135803470937,False,0.340861546696947,False,0.340861546696947,False,0.3683566093067904
beta-pinene,N-phenylmaleimide,tetrahydrofuran,60.0,free radical,solvent,8.146600000000001,1,0.4155169626847596,1.386150147861395,False,0.38427621703019277,True,0.1260019114699131,False,0.5781856361728965,False,0.4176064358339222,False,0.4229884974792608,False,0.7174198874700498,False,0.7691206213545138,False,0.7691206213545138,False,0.8049170390601422
beta-pinene,N-phenylmaleimide,"2,2,2-trifluoroethanol",60.0,free radical,solvent,0.081648,0,0.5415268174983338,0.9924211741120329,True,0.03045248873863327,False,0.33476151424617945,True,0.16480707496803007,True,0.005274427921295989,True,0.019824829585840115,False,0.30433155615336144,False,0.3623154796147863,False,0.3623154796147863,False,0.39153491066868296
beta-pinene,N-phenylmaleimide,perfluoro-tert-butanol,60.0,free radical,solvent,0.0185725,0,0.30620765783883835,1.3570052334030418,False,0.4034869897393976,True,0.09917300832446682,False,0.595201919706537,False,0.4371660633107303,False,0.43869319881875307,False,0.7289412563378946,False,0.7962467557748947,False,0.7962467557748947,False,0.8190705012624555
1-Ethylcyclopentyl methacrylate,Methyl methacrylate,dimethylformamide,80.0,free radical,solvent,1.0647,1,0.4364999611182294,0.6660587484662912,False,0.3624152533127663,False,0.6121339589162196,False,0.23264568337614147,False,0.3375736875477029,False,0.32525514841357,True,0.18303111414101464,False,0.30172109030564426,False,0.30172109030564426,True,0.23390382167195503
methylthiomethyl methacrylate,methyl methacrylate,benzene,60.0,free radical,solvent,0.7260000000000001,0,0.7960824015012794,0.9076742228481293,False,0.2930413969945332,False,0.5695312904747413,False,0.21344023227074665,False,0.2684539857907364,False,0.2775900370281601,False,0.2762158098337075,True,0.2277062582527881,True,0.2277062582527881,False,0.3145786282254007
styrene,phenyl methacrylate,ethyl methyl ketone,70.0,free radical,solvent,0.1271,0,0.40139837071900675,1.216567763853838,False,0.23391412730371608,True,0.07058733648581049,False,0.4264891047889611,False,0.26765033616106054,False,0.2696479504915098,False,0.5619451221970239,False,0.6266471917235644,False,0.6266471917235644,False,0.6515264689699546
styrene,phenyl methacrylate,ethyl methyl ketone,70.0,free radical,solvent,0.0468,0,0.40139837071900675,1.216567763853838,False,0.23391412730371608,True,0.07058733648581049,False,0.4264891047889611,False,0.26765033616106054,False,0.2696479504915098,False,0.5619451221970239,False,0.6266471917235644,False,0.6266471917235644,False,0.6515264689699546
acrylonitrile,2-naphthyl methacrylate,acetone,60.0,free radical,solvent,0.0539,0,0.5766973488887487,0.9291196526448677,True,0.10278540032957235,False,0.4070395966758519,True,0.09440045935714705,True,0.0690461145907748,True,0.06946758492366713,False,0.23502065495277355,False,0.2900860048908407,False,0.2900860048908407,False,0.32060621196851247
acrylonitrile,2-naphthyl methacrylate,acetonitrile,60.0,free radical,solvent,0.0,0,0.6395296764144305,0.8031743873888972,False,0.24338658128326707,False,0.547261998278436,True,0.055718014172886104,False,0.20955469473300772,False,0.20781664197018035,True,0.10804565884367351,True,0.1514417439055587,True,0.1514417439055587,True,0.1838782613164569
2-Methylbenzyl methacrylate,Methyl methacrylate,"1,4-Dioxane",60.0,free radical,solvent,0.7931,0,0.43400334719754546,1.0590658438144374,True,0.09948784614873844,False,0.2268634705925433,False,0.27462532712061544,True,0.1277191632683135,True,0.12365211968157037,False,0.40510735436999246,False,0.4796151638595321,False,0.4796151638595321,False,0.49554131557095316
4-Methylbenzyl methacrylate,Methyl methacrylate,"1,4-Dioxane",60.0,free radical,solvent,0.7469,0,0.3987146766654957,1.0302096437996138,True,0.12636789008998692,False,0.2462656647856418,False,0.27568904026270213,True,0.14738035507431807,True,0.13897285455488126,False,0.39777786814450405,False,0.4817566652246182,False,0.4817566652246182,False,0.48861892608400836
styrene,butyl acrylate,toluene,80.0,free radical,solvent,0.191592,0,0.4077480276797621,1.238116103249979,False,0.24946121452687853,True,0.059785841847640665,False,0.4430813419907825,False,0.2832991280250021,False,0.28614810666078644,False,0.579585710967779,False,0.6416529414458151,False,0.6416529414458151,False,0.6687957534845744
styrene,butyl acrylate,toluene,80.0,free radical,solvent,0.233392,0,0.4077480276797621,1.238116103249979,False,0.24946121452687853,True,0.059785841847640665,False,0.4430813419907825,False,0.2832991280250021,False,0.28614810666078644,False,0.579585710967779,False,0.6416529414458151,False,0.6416529414458151,False,0.6687957534845744
1-Vinyltetrazole,Acrylonitrile,dimethylformamide,65.0,free radical,solvent,0.1938,0,0.6349696275039836,0.5583525864371758,False,0.4723951954541291,False,0.7662271349694673,False,0.28100781469243913,False,0.43953661120898735,False,0.43343868572843447,True,0.14037411271998562,True,0.16498100093291326,True,0.16498100093291326,True,0.07013859089111898
1-Vinyltetrazole,Methyl Methacrylate,dimethylformamide,65.0,free radical,solvent,1.9372,1,0.836066964529051,0.8846411692648897,False,0.3388066357274331,False,0.6150268961337924,False,0.2459629559197567,False,0.3136400271942864,False,0.3223457936442792,False,0.2882387024776013,True,0.220301102268052,True,0.220301102268052,False,0.31351317632463693
Methyl methacrylate,Furfuryl methacrylate,benzene,60.0,free radical,solvent,0.8925,0,0.42116896539465504,1.0398172472621954,True,0.10564109688987962,False,0.2415288908343569,False,0.26742217954333913,True,0.12963434537915422,True,0.12295729724010697,False,0.39423587728184345,False,0.4733459442289213,False,0.4733459442289213,False,0.48497153450624475
methyl methacrylate,ortho-methacryloyloxybenzoic acid,acetone,60.0,free radical,solvent,0.9028,0,0.4670063271948187,1.0962087269833207,True,0.09733271290740025,False,0.20722500114556677,False,0.28949049384591086,True,0.13084521555856052,True,0.13258857980056435,False,0.42587640019227696,False,0.48996072617597497,False,0.48996072617597497,False,0.5150127250279408
2-Hydroxyethyl Methacrylate,Butyl Methacrylate,dimethylformamide,50.0,free radical,solvent,2.8202,1,0.546432702418381,0.8558198455883874,False,0.16330458682836033,False,0.45746980597390585,True,0.052149008868484364,True,0.13180204183300276,True,0.12390437176813744,True,0.17321216108046258,False,0.25449747569060116,False,0.25449747569060116,False,0.26334151068366723
Methyl methacrylate,2-Hydroxyethyl methacrylate,dimethylformamide,60.0,free radical,solvent,0.7236000000000001,0,0.5366602943603902,0.7894141309323173,False,0.22855084724372876,False,0.5153424090271769,True,0.07485505542606732,False,0.1980627682081179,False,0.18909022926113572,True,0.1219117419473777,True,0.22510490875103173,True,0.22510490875103173,True,0.21221397775193032
Butyl acrylate,2-Hydroxyethyl methacrylate,dimethylformamide,60.0,free radical,solvent,0.348,0,0.606667361353534,0.850216959043868,False,0.1865176919986777,False,0.49004605545353747,True,0.018108231675023567,True,0.15267843017444593,True,0.1504995589592589,True,0.15300686942629457,True,0.20864469233781088,True,0.20864469233781088,True,0.23657420094167
Butyl acrylate,2-Hydroxyethyl methacrylate,dimethylformamide,60.0,free radical,solvent,0.44,0,0.606667361353534,0.850216959043868,False,0.1865176919986777,False,0.49004605545353747,True,0.018108231675023567,True,0.15267843017444593,True,0.1504995589592589,True,0.15300686942629457,True,0.20864469233781088,True,0.20864469233781088,True,0.23657420094167
methyl methacrylate,9-(4-vinylbenzyl)-9H-carbazole,dimethylformamide,80.0,controlled radical,solvent,0.54,0,0.34759038241849544,1.180878487322633,False,0.24068346137171426,True,0.09319740873460494,False,0.42397190950842867,False,0.27265614977596914,False,0.271025647051634,False,0.5532497039557098,False,0.628702146185253,False,0.628702146185253,False,0.6439279772433865
2-vinyl-5-methyl furan,methyl methacrylate,methanol,65.0,free radical,solvent,0.2047,0,0.6695856313859542,0.7488605398851176,False,0.3054578196650647,False,0.6093090660130142,True,0.11515679038848915,False,0.27162806395498845,False,0.2697965798538628,True,0.07361555220908048,True,0.09139149240034512,True,0.09139149240034512,True,0.12768806358862106
2-vinyl-5-methyl furan,isobutyl methacrylate,methanol,65.0,free radical,solvent,0.0936,0,0.6834814598681482,0.804908786637288,False,0.2655998287875858,False,0.5695802533311518,True,0.09407418222003198,False,0.23233408295600447,False,0.23313513530503482,True,0.1263837499282031,True,0.1290843241946704,True,0.1290843241946704,True,0.18451152583086894
2-vinyl-5-methyl furan,n-butyl acrylate,methanol,65.0,free radical,solvent,0.0468,0,0.7395926983790982,0.8096633679966685,False,0.2992285399894106,False,0.599587154420657,True,0.14719237412687844,False,0.2674762193451552,False,0.2708598841517808,True,0.16627615190101935,True,0.12203553776283198,True,0.12203553776283198,True,0.20227877218797943
Styrene,Methyl Vinyl Ketone,Acetonitrile-Ethanol,60.0,free radical,solvent,0.0943,0,0.9403808447074563,0.7085203820263297,False,0.5182161007046188,False,0.8102515993038781,False,0.36845108104217583,False,0.48816293835545316,False,0.4930952246668642,False,0.3237645867691367,True,0.20400379494781448,True,0.20400379494781448,False,0.28787116670661456
Styrene,Itaconic Anhydride,benzene,70.0,free radical,solvent,0.00954,0,0.534691345250341,1.1071031879381488,True,0.09004792308512258,False,0.24154940452617552,False,0.2772285369765966,True,0.11975765771783493,True,0.12900858568481702,False,0.41770707566898513,False,0.46589046369050696,False,0.46589046369050696,False,0.5033297242230713
tert-butyl acrylate,tert-butyl methacrylate,2-butanone,78.0,free radical,solvent,0.4312079999999999,0,0.3843138542055966,1.028910126079427,True,0.14059443172591415,False,0.245674883541113,False,0.28523578971449703,False,0.16087620357991508,False,0.15198810443367433,False,0.40478757747911975,False,0.49108481306535645,False,0.49108481306535645,False,0.4955751302315271
Methyl Acrylate,Maleic Anhydride,dimethylformamide,60.0,free radical,solvent,91.0,2,0.8871918180737479,0.7770170220017535,False,0.4352887897537572,False,0.7244679640920612,False,0.2983145566553574,False,0.4061950669292614,False,0.4120668695425084,False,0.28182639086257305,True,0.17438560929689517,True,0.17438560929689517,False,0.2704977319824456
styrene,methyl acrylate,dioxane,60.0,free radical,solvent,0.00448,0,0.3833764051467416,1.015581370530465,True,0.14109435625890127,False,0.2588501756135718,False,0.2771338018511643,False,0.158889819522996,True,0.1489904670270347,False,0.3945048414188111,False,0.482605101713252,False,0.482605101713252,False,0.4852149248027335
Cyanomethyl Methacrylate,Styrene,acetonitrile,60.0,free radical,solvent,0.0435,0,0.4277867339092869,0.9213523249245138,True,0.13644047165310855,False,0.3585459355115884,False,0.18739700606902882,True,0.13002500041548248,True,0.11493128959417208,False,0.2929438552868099,False,0.38795396444708813,False,0.38795396444708813,False,0.3832177351306618
Methyl methacrylate,alpha-Methoxystyrene,Tetrahydrofuran,60.0,free radical,solvent,0.0,0,0.260836647949855,1.2722625334037065,False,0.3665081678146645,True,0.09859577367845297,False,0.5490698468972116,False,0.3986388842409898,False,0.39698408285189557,False,0.6760255192555865,False,0.7542770351875692,False,0.7542770351875692,False,0.7668545675353101
Indene,o-Chlorostyrene,benzene,70.0,free radical,solvent,0.0,0,0.5370501965224236,1.1353529432324376,True,0.11838589020990502,False,0.2249118423960758,False,0.3044096893989343,True,0.14792500632153238,False,0.1573472148731873,False,0.44501147483955833,False,0.49051002015256234,False,0.49051002015256234,False,0.5300723948020409
2-Vinylpyridine,Vinyl Acetate,methyl ethyl ketone,70.0,free radical,solvent,0.0,2,0.42833598143038804,1.0621415105112648,True,0.10592211817216629,False,0.2221381349271555,False,0.2804516769586043,True,0.13413785459157096,True,0.12995953461342294,False,0.4104258188185546,False,0.48558878509508896,False,0.48558878509508896,False,0.5009256151343531
Butyl-2-cyanoacrylate,Ethyl-2-cyanoacrylate,water,30.0,anionic,solvent,8.739999999999998,1,0.8797007292411064,0.6408473277060979,False,0.5178521680287409,False,0.8189677911970331,False,0.3455507498376775,False,0.48548668415851437,False,0.4876724339814422,False,0.268942997749605,True,0.14975342027957647,True,0.14975342027957647,True,0.21453434169806815
methyl acrylate,4-chlorophenyl acrylate,ethyl acetate,70.0,free radical,solvent,0.0936,0,0.5397227897510447,0.8824614237248302,True,0.13603686521715896,False,0.4304393592104269,True,0.07179517741737931,True,0.10499127781532791,True,0.09658765036005129,True,0.20033701791322678,False,0.27757512031800613,False,0.27757512031800613,False,0.2901881688647462
methyl acrylate,4-chlorophenyl acrylate,ethyl acetate,70.0,free radical,solvent,0.084348,0,0.5397227897510447,0.8824614237248302,True,0.13603686521715896,False,0.4304393592104269,True,0.07179517741737931,True,0.10499127781532791,True,0.09658765036005129,True,0.20033701791322678,False,0.27757512031800613,False,0.27757512031800613,False,0.2901881688647462
methyl acrylate,4-chlorophenyl acrylate,ethyl acetate,70.0,free radical,solvent,0.08184,0,0.5397227897510447,0.8824614237248302,True,0.13603686521715896,False,0.4304393592104269,True,0.07179517741737931,True,0.10499127781532791,True,0.09658765036005129,True,0.20033701791322678,False,0.27757512031800613,False,0.27757512031800613,False,0.2901881688647462
2-Hydroxyethyl Methacrylate,Lauryl Methacrylate,benzene,60.0,free radical,solvent,7.839999999999999,1,0.4569144793711923,1.1402301760962548,True,0.1399658839865055,False,0.1649760107523705,False,0.33360465396722466,False,0.17379231426497835,False,0.17670599533239728,False,0.47067322986084836,False,0.5324760470651964,False,0.5324760470651964,False,0.559566704866322
2-Hydroxyethyl Methacrylate,Lauryl Methacrylate,tert-Butyl alcohol,60.0,free radical,solvent,0.8,0,0.45093565106019423,0.9724746150289405,True,0.08628451569875818,False,0.31445597031579736,False,0.1980126480073917,True,0.09007494960140557,True,0.07690846786878917,False,0.3210878746776176,False,0.40400017321152437,False,0.40400017321152437,False,0.4118982650367975
2-Hydroxyethyl Methacrylate,Lauryl Methacrylate,dimethylformamide,60.0,free radical,solvent,0.6400000000000001,0,0.5964722799741651,0.8954452150157346,False,0.1418367819199354,False,0.4460727066862234,True,0.058983338966700195,True,0.10808353074166649,True,0.10771748857007288,True,0.19894059810271872,False,0.25110618530452217,False,0.25110618530452217,False,0.28291732348943005
Vinyl imidazole,Ethyl acrylate,water,25.0,free radical,solvent,0.4864,0,0.7998786300958978,0.4292087036658086,False,0.6496982670779848,False,0.9521154338885165,False,0.45596469622324887,False,0.615873239498237,False,0.6128710942078059,False,0.3248413626932963,False,0.26587177757459374,False,0.26587177757459374,True,0.2340396014404192
methyl methacrylate,styrene,toluene,100.0,free radical,solvent,0.30846,0,0.39836464285290646,1.1682856789712763,False,0.1964520948074194,True,0.11202064119246681,False,0.3856224496722246,False,0.22954790688615315,False,0.2297977221983837,False,0.5189515808670843,False,0.5882101714100229,False,0.5882101714100229,False,0.6090515541229377
ethyl acrylate,styrene,benzene,70.0,free radical,solvent,0.2552,0,0.4300866543622856,1.0913542415415658,True,0.11974757371368978,False,0.1952045154408744,False,0.30349740388325197,True,0.15107289319805578,True,0.14932330123793033,False,0.43582974845805844,False,0.5073959429101552,False,0.5073959429101552,False,0.5260337729590152
acrylonitrile,2-(p-methoxyphenoxy)-2-oxo-ethyl methacrylate,"1,4-dioxane",65.0,free radical,solvent,0.093,0,0.6356970536124615,0.9924099408759745,True,0.1140663201694253,False,0.394000546680685,True,0.1611839422186641,True,0.09606847995535094,True,0.1089916986245307,False,0.2954685845280298,False,0.3213002494294254,False,0.3213002494294254,False,0.3724291996859991
p-cresyl acrylate,acrylonitrile,dimethylformamide,60.0,free radical,solvent,0.584,0,0.5712137859966105,0.6142437940302604,False,0.40609594162102663,False,0.6922693111711382,False,0.22349490435539526,False,0.3745322973266596,False,0.36664490248745724,True,0.09496099372601338,True,0.18171878808449485,True,0.18171878808449485,True,0.09510850024239717
"1-Chloro-1,3-butadiene",Styrene,toluene,70.0,free radical,solvent,0.121,0,0.4625793248663423,1.104776663572576,True,0.1068722847324433,False,0.1976049637187487,False,0.29913278662979037,True,0.14043232805346959,True,0.14223261995103623,False,0.43545544233608546,False,0.4995498755648625,False,0.4995498755648625,False,0.524626457402257
m-chlorophenyl acrylate,acrylonitrile,dimethylformamide,60.0,free radical,solvent,1.0836,1,0.500971856872989,0.4779944027907583,False,0.5401552207611005,False,0.8078240880239892,False,0.37058125459845853,False,0.5109324864662415,False,0.5010033428096867,False,0.2482330530277853,False,0.3160299522243514,False,0.3160299522243514,True,0.21856334898616714
acryloyl chloride,2-hydroxypropyl methacrylate,dioxane,60.0,free radical,solvent,0.5760000000000001,0,0.6797542159679655,0.9781146448360152,False,0.16024910769715037,False,0.43561061944765006,True,0.1651228840430832,True,0.14030874257817744,False,0.1521302477176278,False,0.2875441540624036,False,0.29614216611233063,False,0.29614216611233063,False,0.3571560519333716
acryloyl chloride,2-hydroxypropyl methacrylate,dioxane,60.0,free radical,solvent,0.5191,0,0.6797542159679655,0.9781146448360152,False,0.16024910769715037,False,0.43561061944765006,True,0.1651228840430832,True,0.14030874257817744,False,0.1521302477176278,False,0.2875441540624036,False,0.29614216611233063,False,0.29614216611233063,False,0.3571560519333716
styrene,allyl methacrylate,toluene,80.0,free radical,solvent,1.386,2,0.3807338591413721,1.2718129972040972,False,0.2919939433058607,True,0.02136043409281007,False,0.4851426950505775,False,0.32580515620768574,False,0.3282277656314886,False,0.6208951247382374,False,0.6844670122994643,False,0.6844670122994643,False,0.7104114268457165
Vinyl acetate,Maleic anhydride,benzene,75.0,free radical,solvent,0.000165,0,0.41634940105263724,0.8206530785484772,False,0.22470067450365339,False,0.4562330877305697,True,0.17921562923970308,False,0.2074884068461477,False,0.19295316135282145,False,0.23523751564944984,False,0.34755554592948845,False,0.34755554592948845,False,0.31958026284051827
Methyl acrylate,Atropic acid methyl ester,benzene,60.0,free radical,solvent,0.055,0,0.48156926188430255,1.062305913133558,True,0.06192249082843097,False,0.24381602361884497,False,0.25264883561859164,True,0.0948091008755709,True,0.09581231720676363,False,0.3890214413041485,False,0.4536996201030557,False,0.4536996201030557,False,0.4781160516671525
styrene,glycidyl methacrylate,toluene,60.0,free radical,solvent,0.242178,0,0.31247696537545766,1.2474236778800247,False,0.31262766853403623,True,0.05361868596521041,False,0.4986123664201154,False,0.3453127928438665,False,0.34456075424135707,False,0.6284737378357286,False,0.7028160935761909,False,0.7028160935761909,False,0.7191349101403013
styrene,glycidyl methacrylate,cyclohexanone,60.0,free radical,solvent,0.24805,0,0.24876065929511756,1.328567308552198,False,0.4155529706637383,True,0.12368957867269689,False,0.6016095364203596,False,0.44837238127332885,False,0.4477277814553411,False,0.730508310113945,False,0.8059741509018854,False,0.8059741509018854,False,0.8212688783384999
3-Methylstyrene,Methyl Methacrylate,toluene,70.0,free radical,solvent,0.2544,0,0.33152574507440885,1.2054163649332528,False,0.26922550312809623,True,0.07341344491080717,False,0.4532753323025029,False,0.3014435812347947,False,0.3000694890786112,False,0.5825074245021366,False,0.6579195442822212,False,0.6579195442822212,False,0.6732023657024409
