monomer1_name,monomer2_name,solvent,temperature,polymerization_type,method,r1r2,r_product_class,pca_component_1,pca_component_2,near_Benzene,distance_to_Benzene,near_o-Dichlorobenzene,distance_to_o-Dichlorobenzene,near_Benzonitrile,distance_to_Benzonitrile,near_Dioxane,distance_to_Dioxane,near_Bis(2-methoxyethyl)_ether,distance_to_Bis(2-methoxyethyl)_ether,near_Ethanol,distance_to_Ethanol,near_2-(2-Methoxyethoxy)ethanol,distance_to_2-(2-Methoxyethoxy)ethanol,near_DMSO,distance_to_DMSO,near_Methanol,distance_to_Methanol
2-Methyl-5-vinyl-tetrazole,Methyl methacrylate,dimethylformamide,65.0,free radical,solvent,0.48,0,0.5411159510137487,0.7851011948584339,False,0.2331337386004327,False,0.5209316243202925,True,0.07435774911545812,False,0.20235606738134582,False,0.19365768355656277,True,0.11573381036767884,True,0.21918841488710797,True,0.21918841488710797,True,0.20608066191782104
α-methylene γ-butyrolactone,styrene,dimethyl sulfoxide,60.0,free radical,solvent,0.063,0,0.4297928409272415,1.0448709123246536,True,0.09850203665899984,False,0.2390416883437735,False,0.26584550846454286,True,0.12405188744372361,True,0.11833929917463525,False,0.3944705944409146,False,0.4714453307987942,False,0.4714453307987942,False,0.48508171188712423
4-methoxystyrene,methyl methacrylate,toluene,25.0,free radical,solvent,0.0928,0,0.3111360285328564,1.288087453434573,False,0.34445280459613226,True,0.05049786546081173,False,0.5333363805054565,False,0.37768850144388155,False,0.37794519521756703,False,0.6649593500361877,False,0.7363903940125112,False,0.7363903940125112,False,0.7554377351926568
acrylonitrile,sodium allyl sulfonate,dimethyl sulfoxide,45.0,free radical,solvent,0.38,0,0.5269933154456055,0.6508182733874165,False,0.3668293901097833,False,0.6446615149841405,False,0.19768201518865094,False,0.33687629026045546,False,0.32747065965018446,True,0.10123806470629322,True,0.21365253279722143,True,0.21365253279722143,True,0.14218725329203566
Ethyl acrylate,2-Isopropenyl-2-Oxazoline,p-xylene,80.0,free radical,solvent,0.2641,0,0.3238595206710043,1.2407886303757079,False,0.3000577592205686,True,0.048201617301487976,False,0.4867299911265957,False,0.33285225944478847,False,0.33230468025270943,False,0.6171935662236819,False,0.6906672474915101,False,0.6906672474915101,False,0.7077918779159658
acrylonitrile,sodium allyl sulfonate,dimethyl sulfoxide,45.0,free radical,solvent,0.35,0,0.5269933154456055,0.6508182733874165,False,0.3668293901097833,False,0.6446615149841405,False,0.19768201518865094,False,0.33687629026045546,False,0.32747065965018446,True,0.10123806470629322,True,0.21365253279722143,True,0.21365253279722143,True,0.14218725329203566
Butyl acrylate,2-Isopropenyl-2-Oxazoline,p-xylene,80.0,free radical,solvent,0.3359999999999999,0,0.3438090152229726,1.2725206932616895,False,0.3124067561823668,True,0.015638225167324344,False,0.5031471155274561,False,0.3459179133733433,False,0.3469303382452956,False,0.6364912367723957,False,0.7050028868439306,False,0.7050028868439306,False,0.7266642098118945
Methyl methacrylate,2-Isopropenyl-2-Oxazoline,p-xylene,80.0,free radical,solvent,0.6830999999999999,0,0.2738019482298287,1.2117178651501388,False,0.31700785893289063,True,0.10548259160762263,False,0.4938438539675842,False,0.34788894905100304,False,0.34484056913247124,False,0.6180791423358151,False,0.6997271209056147,False,0.6997271209056147,False,0.7089130091860116
n-butyl acrylate,N-vinyl succinimide,benzyl alcohol,80.0,free radical,solvent,0.0386,0,0.47422659614098617,0.4948319672508236,False,0.5252142835604873,False,0.7869081996045192,False,0.3623250850480936,False,0.4969601176084683,False,0.48639627912431677,False,0.24783232173644343,False,0.32628652298850574,False,0.32628652298850574,True,0.22973147113183293
n-butyl acrylate,N-vinyl succinimide,benzyl alcohol,80.0,free radical,solvent,0.00824,0,0.47422659614098617,0.4948319672508236,False,0.5252142835604873,False,0.7869081996045192,False,0.3623250850480936,False,0.4969601176084683,False,0.48639627912431677,False,0.24783232173644343,False,0.32628652298850574,False,0.32628652298850574,True,0.22973147113183293
styrene,n-butyl acrylate,methanol,50.0,free radical,solvent,0.3036,0,0.5310227239226673,0.7356960071814572,False,0.2820193473310571,False,0.5643456789692259,True,0.11930610442454442,False,0.2519081385938605,False,0.24261612438728336,True,0.09388050874116755,True,0.21194346667592046,True,0.21194346667592046,True,0.17703451509438278
styrene,n-butyl acrylate,methanol,50.0,free radical,solvent,0.2888,0,0.5310227239226673,0.7356960071814572,False,0.2820193473310571,False,0.5643456789692259,True,0.11930610442454442,False,0.2519081385938605,False,0.24261612438728336,True,0.09388050874116755,True,0.21194346667592046,True,0.21194346667592046,True,0.17703451509438278
styrene,stearyl methacrylate,benzene,50.0,free radical,solvent,1.212526,1,0.4260411047312784,1.2055551545292045,False,0.2121272445447397,True,0.09502480045778074,False,0.40585095608140664,False,0.2459672474916008,False,0.24893635701350256,False,0.5426444632570567,False,0.6043205200079446,False,0.6043205200079446,False,0.631710669621388
styrene,stearyl methacrylate,benzene,50.0,free radical,solvent,0.950232,0,0.4260411047312784,1.2055551545292045,False,0.2121272445447397,True,0.09502480045778074,False,0.40585095608140664,False,0.2459672474916008,False,0.24893635701350256,False,0.5426444632570567,False,0.6043205200079446,False,0.6043205200079446,False,0.631710669621388
styrene,stearyl methacrylate,benzene,50.0,free radical,solvent,0.89658,0,0.4260411047312784,1.2055551545292045,False,0.2121272445447397,True,0.09502480045778074,False,0.40585095608140664,False,0.2459672474916008,False,0.24893635701350256,False,0.5426444632570567,False,0.6043205200079446,False,0.6043205200079446,False,0.631710669621388
Methyl Vinyl Ketone,Acrylamide,ethanol,60.0,free radical,solvent,1.0384,1,0.7562863621077754,0.5833691764456176,False,0.49227594884491094,False,0.7959468421179526,False,0.3002066559436152,False,0.4584415411265619,False,0.4563415161678446,True,0.18025586661574766,True,0.10596551825777725,True,0.10596551825777725,True,0.09783900502655851
Methyl Vinyl Ketone,Methacrylamide,dioxane,60.0,free radical,solvent,0.8844999999999998,0,0.5184695801661345,0.8269045353110206,False,0.19082826594256241,False,0.47390133641031384,True,0.07699312661321395,False,0.16195322593455921,False,0.15166033295789466,True,0.16248976520489855,False,0.2595075969625319,False,0.2595075969625319,True,0.25316087245984176
styrene,"2-oxo-1,3-dioxolan-4-yl)methyl methacrylate","N,N-dimethylformamide",60.0,free radical,solvent,0.1392,0,0.5156995951479382,0.9200216400951672,True,0.09800916900398557,False,0.38631825587398294,True,0.1150897449563945,True,0.07159388807888159,True,0.059474361499901054,False,0.24437085415382775,False,0.32120144727768185,False,0.32120144727768185,False,0.3345024470627555
acrylonitrile,methyl acrylate,1-butyl-3-methylimidazolium tetrafluoroborate,338.0,free radical,solvent,0.2448,0,0.5690811715858748,0.6917621397311817,False,0.3289180469433604,False,0.6181957120383363,True,0.14700046124001703,False,0.29714110798171434,False,0.28950983863383467,True,0.04807037266937901,True,0.16841687856892384,True,0.16841687856892384,True,0.11992544925877625
