[Header]
Application Name	LabSolutions
Version	5.97
Data File Name	G:\GC data\Mara\MWH_017\MWH_017_t30m_23.02.2026_8.gcd
Output Date	09.04.2026
Output Time	10:45:17

[File Information]
Type	Data File
Generated	23.02.2026 09:53:05
Generated by	System Administrator
Modified	09.04.2026 10:45:16
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	23.02.2026 09:56:16
Sample Type	0:Unknown
Level	1
Sample Name	MWH_017_t30m
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	5
Injection Volume	0,2
Injection Count	1
Bar Code	

[Original Files]
Data File	G:\GC data\Mara\MWH_017_t30m_23.02.2026_8.gcd
Method File	G:\GC data\MWH3_60-150-200_0-2uL_split50.gcm
Batch File	G:\GC data\Mara\wash_2026-02-23.gcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-3
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#4
Detector Name	FID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	6
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	1,335	1,316	1,433	109822	86845	1,265	0,000	 V M			0,000	28433	0,000	1,659	0,000	0,000	0	0	0,000	0,000
2	1,568	1,508	1,858	5834574	4646709	1,256	0,000	   			0,174	39207	0,000	1,469	7,367	0,000	0	0	0,000	0,000
3	1,891	1,858	2,058	232405	170139	1,366	0,000	 V 			0,417	49872	0,000	1,257	9,905	2,392	0	0	0,000	0,000
4	6,400	6,361	6,520	177190	112078	1,581	0,000	   			3,795	420420	0,000	1,229	123,258	9,104	0	0	0,000	0,000
5	6,552	6,520	6,753	2745	371	7,406	0,000	 V 			3,908	0	0,000	0,000	0,000	1,030	0	0	0,000	0,000
6	7,522	7,462	7,957	223828	129396	1,730	0,000	   			4,635	574091	0,000	1,227	0,000	1,186	0	0	0,000	0,000

[Chromatogram (Ch1)]
