[Header]
Application Name	LabSolutions
Version	5.97
Data File Name	G:\GC data\Mara\MWH_017\MWH_0017_t0_23.02.2026_5.gcd
Output Date	09.04.2026
Output Time	10:45:08

[File Information]
Type	Data File
Generated	23.02.2026 09:04:56
Generated by	System Administrator
Modified	09.04.2026 10:45:08
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	23.02.2026 09:08:14
Sample Type	0:Unknown
Level	1
Sample Name	MWH_0017_t0
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	2
Injection Volume	0,2
Injection Count	1
Bar Code	

[Original Files]
Data File	G:\GC data\Mara\MWH_0017_t0_23.02.2026_5.gcd
Method File	G:\GC data\MWH3_60-150-200_0-2uL_split50.gcm
Batch File	G:\GC data\Mara\wash_2026-02-23.gcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	GC-3
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#4
Detector Name	FID1
# of Channels	1

[Peak Table(Ch1)]
# of Peaks	5
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1	1,335	1,312	1,419	75698	60060	1,260	0,000	 V M			0,000	28541	0,000	1,655	0,000	0,000	0	0	0,000	0,000
2	1,568	1,513	1,858	5970588	4777892	1,250	0,000	   			0,174	39422	0,000	1,461	7,381	0,000	0	0	0,000	0,000
3	1,892	1,858	2,096	239599	175257	1,367	0,000	 V 			0,417	49815	0,000	1,242	9,926	2,394	0	0	0,000	0,000
4	6,399	6,347	6,581	117479	70925	1,656	0,000	   M			3,793	382622	0,000	1,337	120,064	9,096	0	0	0,000	0,000
5	7,533	7,481	7,976	498393	259249	1,922	0,000	   			4,642	431224	0,000	1,010	26,050	1,224	0	0	0,000	0,000

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	18945
Start Time(min)	0,001
End Time(min)	12,630
R.Time (min)	Intensity
0,00050	-36
0,00117	-36
0,00183	-36
0,00250	-36
0,00317	-36
0,00383	-35
0,00450	-35
0,00517	-34
0,00583	-34
0,00650	-34
0,00717	-34
0,00783	-34
0,00850	-34
0,00917	-35
0,00983	-35
0,01050	-35
0,01117	-35
0,01183	-36
0,01250	-36
0,01317	-36
0,01383	-36
0,01450	-36
0,01517	-37
0,01583	-37
0,01650	-37
0,01717	-37
0,01783	-37
0,01850	-37
0,01917	-37
0,01983	-37
0,02050	-37
0,02117	-37
0,02183	-37
0,02250	-36
0,02317	-36
0,02383	-36
0,02450	-36
0,02517	-36
0,02583	-36
0,02650	-36
0,02717	-36
0,02783	-36
0,02850	-36
0,02917	-36
0,02983	-35
0,03050	-35
0,03117	-35
0,03183	-35
0,03250	-35
0,03317	-35
0,03383	-35
0,03450	-35
0,03517	-35
0,03583	-35
0,03650	-35
0,03717	-35
0,03783	-35
0,03850	-35
0,03917	-35
0,03983	-35
0,04050	-35
0,04117	-35
0,04183	-35
0,04250	-35
0,04317	-35
0,04383	-35
0,04450	-35
0,04517	-34
0,04583	-34
0,04650	-34
0,04717	-34
0,04783	-34
0,04850	-34
0,04917	-34
0,04983	-34
0,05050	-34
0,05117	-34
0,05183	-34
0,05250	-35
0,05317	-35
0,05383	-35
0,05450	-36
0,05517	-36
0,05583	-36
0,05650	-36
0,05717	-36
0,05783	-36
0,05850	-36
0,05917	-37
0,05983	-37
0,06050	-37
0,06117	-37
0,06183	-37
0,06250	-37
0,06317	-37
0,06383	-37
0,06450	-37
0,06517	-37
0,06583	-37
0,06650	-37
0,06717	-36
0,06783	-36
0,06850	-36
0,06917	-35
0,06983	-35
0,07050	-35
0,07117	-34
0,07183	-34
0,07250	-34
0,07317	-33
0,07383	-33
0,07450	-33
0,07517	-33
0,07583	-33
0,07650	-33
0,07717	-33
0,07783	-33
0,07850	-33
0,07917	-33
0,07983	-33
0,08050	-32
0,08117	-32
0,08183	-32
0,08250	-32
0,08317	-32
0,08383	-32
0,08450	-32
0,08517	-32
0,08583	-32
0,08650	-31
0,08717	-31
0,08783	-31
0,08850	-31
0,08917	-31
0,08983	-30
0,09050	-30
0,09117	-30
0,09183	-30
0,09250	-30
0,09317	-29
0,09383	-29
0,09450	-30
0,09517	-30
0,09583	-30
0,09650	-30
0,09717	-30
0,09783	-30
0,09850	-31
0,09917	-31
0,09983	-31
0,10050	-31
0,10117	-31
0,10183	-32
0,10250	-32
0,10317	-32
0,10383	-32
0,10450	-33
0,10517	-33
0,10583	-33
0,10650	-34
0,10717	-34
0,10783	-35
0,10850	-35
0,10917	-35
0,10983	-35
0,11050	-35
0,11117	-35
0,11183	-35
0,11250	-36
0,11317	-36
0,11383	-36
0,11450	-36
0,11517	-36
0,11583	-36
0,11650	-36
0,11717	-36
0,11783	-36
0,11850	-36
0,11917	-36
0,11983	-37
0,12050	-37
0,12117	-37
0,12183	-37
0,12250	-37
0,12317	-37
0,12383	-37
0,12450	-37
0,12517	-37
0,12583	-37
0,12650	-37
0,12717	-37
0,12783	-36
0,12850	-36
0,12917	-36
0,12983	-36
0,13050	-36
0,13117	-36
0,13183	-36
0,13250	-36
0,13317	-36
0,13383	-36
0,13450	-37
0,13517	-37
0,13583	-37
0,13650	-37
0,13717	-37
0,13783	-38
0,13850	-38
0,13917	-38
0,13983	-38
0,14050	-38
0,14117	-39
0,14183	-38
0,14250	-38
0,14317	-38
0,14383	-38
0,14450	-38
0,14517	-38
0,14583	-38
0,14650	-38
0,14717	-38
0,14783	-38
0,14850	-38
0,14917	-38
0,14983	-38
0,15050	-37
0,15117	-37
0,15183	-37
0,15250	-37
0,15317	-37
0,15383	-36
0,15450	-36
0,15517	-36
0,15583	-36
0,15650	-36
0,15717	-36
0,15783	-36
0,15850	-36
0,15917	-36
0,15983	-37
0,16050	-37
0,16117	-37
0,16183	-37
0,16250	-37
0,16317	-37
0,16383	-37
0,16450	-37
0,16517	-37
0,16583	-37
0,16650	-37
0,16717	-37
0,16783	-37
0,16850	-37
